"species","stat.abund_max","stat.no_sites_abund_max","stat.no_sites_abund","stat.no_sites_abund_over25","stat.abund_median","stat.abund_mean","stat.no_sites_recorded","SELECTION"
"Melica ciliata L.",0.5,1,1,0,0.5,0.5,1,"all"
"Melica nutans L.",37.5,1,7,1,0.5,5.78571428571429,7,"all"
"Melica uniflora Retz.",0.5,1,1,0,0.5,0.5,1,"all"
"Melilotus albus Medik.",37.5,1,7,1,0.5,5.78571428571429,7,"all"
"Melilotus altissimus Thuill.",0.5,1,1,0,0.5,0.5,1,"all"
"Melilotus officinalis Lam.",0.5,2,2,0,0.5,0.5,2,"all"
"Mentha aquatica L. subsp. aquatica",37.5,1,2,1,26.25,26.25,2,"all"
"Mentha longifolia (L.) Hudson",37.5,4,7,4,37.5,21.6428571428571,7,"all"
"Menyanthes trifoliata L.",37.5,8,14,8,37.5,24.75,14,"all"
"Mercurialis perennis L.",37.5,2,3,2,37.5,30,3,"all"
"Meum athamanticum Jacq.",62.5,1,28,11,15,21.1071428571429,28,"all"
"Minuartia laricifolia (L.) Schinz & Thell. subsp. laricifolia",15,1,5,0,0.5,3.4,5,"all"
"Minuartia recurva (All.) Schinz & Thell. subsp. recurva",37.5,1,4,1,7.75,13.375,4,"all"
"Minuartia sedoides (L.) Hiern",37.5,2,11,2,0.5,7.22727272727273,11,"all"
"Minuartia verna (L.) Hiern",37.5,1,1,1,37.5,37.5,1,"all"
"Moehringia muscosa L.",0.5,1,1,0,0.5,0.5,1,"all"
"Molinia caerulea (L.) Moench",62.5,1,26,14,37.5,25.2884615384615,26,"all"
"Molinia caerulea (L.) Moench subsp. arundinacea (Schrank) K. Richter",62.5,2,10,4,15,24.65,10,"all"
"Molinia caerulea (L.) Moench subsp. caerulea",62.5,1,15,3,15,17.3,15,"all"
"Murbeckiella pinnatifida (Lam.) Rothm., 1939",37.5,2,9,2,0.5,8.72222222222222,9,"all"
"Muscari comosum (L.) Miller",0.5,1,1,0,0.5,0.5,1,"all"
"Mutellina adonidifolia (J. Gay) Guterm.",37.5,17,52,17,0.5,14.8269230769231,52,"all"
"Mycelis muralis (L.) Dumort.",37.5,3,11,3,0.5,10.5909090909091,11,"all"
"Myosotis alpestris F.W. Schmidt",37.5,1,22,1,0.5,2.84090909090909,22,"all"
"Myosotis arvensis Hill",0.5,10,10,0,0.5,0.5,10,"all"
"Myosotis decumbens Host",37.5,2,10,2,0.5,7.9,10,"all"
"Myosotis scorpioides L.",0.5,2,2,0,0.5,0.5,2,"all"
"Myriophyllum verticillatum L.",87.5,1,1,1,87.5,87.5,1,"all"
"Myrrhis odorata (L.) Scop.",15,1,1,0,15,15,1,"all"
"Nardus stricta L.",62.5,3,122,57,15,21.7295081967213,123,"all"
"Neotinea ustula (L.) R.M.Bateman, Pridgeon & M.W.Cha.",0.5,2,2,0,0.5,0.5,2,"all"
"Noccaea brachypetala (Jordan) F.K. Meyer",0.5,1,1,0,0.5,0.5,1,"all"
"Noccaea caerulescens (J. & C. Presl) F.K. Meyer",0.5,3,3,0,0.5,0.5,3,"all"
"Noccaea rotundifolia (L.) Moench",0.5,3,3,0,0.5,0.5,3,"all"
"Nymphaea alba L.",0.5,1,1,0,0.5,0.5,1,"all"
"Odontites lanceolatus (Gaudin) Reichenb. subsp. lanceolatus",37.5,1,1,1,37.5,37.5,1,"all"
"Odontites luteus (L.) Clairv.",37.5,8,21,8,0.5,15.2857142857143,21,"all"
"Oenanthe lachenalii C.C. Gmelin",0.5,1,1,0,0.5,0.5,1,"all"
"Omalotheca hoppeana (Koch) Schultz Bip. & F.W. Schulz",0.5,1,1,0,0.5,0.5,1,"all"
"Omalotheca norvegica (Gunn.) Schultz Bip. & F.W. Schul",0.5,1,1,0,0.5,0.5,1,"all"
"Omalotheca supina (L.) DC.",37.5,9,24,9,7.75,16.1875,24,"all"
"Omalotheca sylvatica (L.) Schultz Bip. & F.W. Schultz",0.5,6,6,0,0.5,0.5,6,"all"
"Onobrychis montana DC.",37.5,2,10,2,0.5,7.9,10,"all"
"Onobrychis viciifolia Scop.",37.5,12,29,12,0.5,16.8103448275862,29,"all"
"Ononis natrix L. subsp. natrix",37.5,3,15,3,0.5,9.83333333333333,15,"all"
"Ononis pusilla L.",37.5,1,5,1,0.5,7.9,5,"all"
"Ononis repens L.",37.5,1,7,1,0.5,7.85714285714286,7,"all"
"Ononis spinosa L.",62.5,2,6,2,15,28.4166666666667,6,"all"
"Onopordum acanthium L.",0.5,2,2,0,0.5,0.5,2,"all"
"Ophioglossum vulgatum L.",15,1,1,0,15,15,1,"all"
"Oreopteris limbosperma (All.) Holub",0.5,2,2,0,0.5,0.5,2,"all"
"Oreoselinum nigrum Delabre",37.5,2,6,2,15,17.6666666666667,6,"all"
"Origanum vulgare L. subsp. vulgare",37.5,3,20,3,0.5,8.225,22,"all"
"Ornithogalum pyrenaicum L.",0.5,1,1,0,0.5,0.5,1,"all"
"Orobanche alba Willd.",0.5,1,1,0,0.5,0.5,1,"all"
"Orobanche caryophyllacea Sm.",0.5,2,2,0,0.5,0.5,2,"all"
"Orthilia secunda (L.) House",0.5,4,4,0,0.5,0.5,4,"all"
"Oxalis acetosella L.",37.5,9,21,9,15,19.8095238095238,21,"all"
"Oxyria digyna (L.) Hill",37.5,2,8,2,0.5,9.75,8,"all"
"Oxytropis campestris (L.) DC.",15,2,6,0,0.5,5.33333333333333,6,"all"
"Oxytropis jacquinii Bunge",0.5,1,1,0,0.5,0.5,1,"all"
"Pachypleurum mutellinoides (Crantz) Holub",37.5,1,10,1,0.5,7.1,10,"all"
"Paradisea liliastrum (L.) Bertol.",37.5,1,1,1,37.5,37.5,1,"all"
"Paris quadrifolia L.",37.5,2,5,2,0.5,15.3,5,"all"
"Parnassia palustris L., 1753",37.5,13,37,13,0.5,14.6756756756757,37,"all"
"Paronychia polygonifolia (Vill.) DC.",37.5,1,1,1,37.5,37.5,1,"all"
"Pastinaca sativa L.",0.5,4,4,0,0.5,0.5,4,"all"
"Pastinaca sativa L. subsp. urens (Req. ex Godron) Celak.",37.5,1,2,1,19,19,2,"all"
"Pedicularis cenisia Gaudin",37.5,1,6,1,0.5,6.66666666666667,6,"all"
"Pedicularis kerneri Dalla Torre",37.5,3,8,3,0.5,14.375,8,"all"
"Pedicularis palustris L., 1753",37.5,1,4,1,0.5,9.75,4,"all"
"Pedicularis recutita L.",37.5,3,4,3,37.5,28.25,4,"all"
"Pedicularis rostratospicata Crantz subsp. helvetica (Steininger) O. Schwarz",0.5,1,1,0,0.5,0.5,1,"all"
"Pedicularis sylvatica L.",37.5,1,1,1,37.5,37.5,1,"all"
"Pedicularis tuberosa L.",0.5,1,1,0,0.5,0.5,1,"all"
"Pedicularis verticillata L.",37.5,2,13,2,0.5,7.30769230769231,13,"all"
"Petasites albus (L.) Gaertner",37.5,4,8,4,26.25,22.625,8,"all"
"Petasites hybridus (L.) P.Gaertn., B.Mey. & Scherb. , 1801",62.5,2,3,3,62.5,54.1666666666667,3,"all"
"Petasites paradoxus (Retz.) Baumg.",37.5,2,10,2,0.5,10.8,10,"all"
"Petrorhagia prolifera (L.) P.W. Ball & Heywood",37.5,1,7,1,0.5,5.78571428571429,7,"all"
"Petrorhagia saxifraga (L.) Link subsp. saxifraga",37.5,5,16,5,7.75,14.78125,16,"all"
"Peucedanum ostruthium (L.) Koch",37.5,1,1,1,37.5,37.5,1,"all"
"Phegopteris connectilis (Michaux) Watt",37.5,1,3,1,0.5,12.8333333333333,3,"all"
"Phleum alpinum L.",62.5,1,10,5,19,21.5,10,"all"
"Phleum alpinum L. subsp. alpinum",37.5,5,21,5,0.5,10.6904761904762,21,"all"
"Phleum alpinum L. subsp. rhaeticum Humphries",37.5,11,19,11,37.5,24.9736842105263,19,"all"
"Phleum phleoides (L.) Karsten",37.5,12,17,12,37.5,28.3235294117647,17,"all"
"Phleum pratense L.",37.5,3,10,3,0.5,11.6,10,"all"
"Phleum pratense L. subsp. pratense",37.5,5,12,5,15,20.75,12,"all"
"Phragmites australis (Cav.) Steudel",37.5,1,5,1,0.5,10.8,5,"all"
"Phragmites chrysantha Mabille (b.)",0.5,1,1,0,0.5,0.5,1,"all"
"Phyteuma betonicifolium Vill.",37.5,6,23,6,0.5,10.1521739130435,23,"all"
"Phyteuma hemisphaericum L.",37.5,6,32,6,0.5,7.4375,33,"all"
"Phyteuma michelii All.",0.5,1,1,0,0.5,0.5,1,"all"
"Phyteuma orbiculare L.",0.5,3,3,0,0.5,0.5,3,"all"
"Phyteuma ovatum Honckeny",0.5,1,1,0,0.5,0.5,1,"all"
"Phyteuma spicatum L.",37.5,2,21,2,0.5,4.02380952380952,21,"all"
"Picea abies (L.) Karsten",62.5,5,82,45,37.5,24.6280487804878,82,"all"
"Picris hieracioides L.",37.5,4,16,4,0.5,9.75,16,"all"
"Pilosella lactucella subsp. lactucella",37.5,3,15,3,0.5,8.86666666666667,15,"all"
"Pilosella officinarum F.W.Schultz & Sch.Bip., 1862",37.5,9,55,9,0.5,7.08181818181818,55,"all"
"Pilosella peleteriana subsp. peleteriana",37.5,6,14,6,0.5,16.3571428571429,14,"all"
"Pilosella piloselloides subsp. praealta (Gochnat) S.Br.ut. & Greuter, 2007",0.5,1,1,0,0.5,0.5,1,"all"
"Pilosella piloselloides (Vill.) Soj.k, 1971",0.5,2,2,0,0.5,0.5,3,"all"
"Pimpinella major (L.) Hudson",37.5,3,10,3,0.5,11.6,10,"all"
"Pimpinella saxifraga L.",37.5,4,17,4,0.5,10.0588235294118,17,"all"
"Pinguicula alpina L.",37.5,6,12,6,19,19,12,"all"
"Pinguicula leptoceras Reichenb.",37.5,2,2,2,37.5,37.5,2,"all"
"Pinguicula vulgaris L.",37.5,6,24,6,0.5,10.3541666666667,24,"all"
"Pinus mugo subsp. uncinata (Ramond ex DC.) Domin, 1936",37.5,1,2,1,19,19,2,"all"
"Pinus sylvestris L.",62.5,2,5,4,37.5,40.1,5,"all"
"Plantago alpina L.",37.5,23,64,23,15,16.0625,65,"all"
"Plantago atrata Hoppe subsp. atrata",37.5,2,13,2,0.5,6.19230769230769,13,"all"
"Plantago lanceolata L.",37.5,24,89,24,0.5,11.6179775280899,90,"all"
"Plantago major L.",37.5,6,15,6,15,18.2,15,"all"
"Plantago major L. subsp. major",37.5,7,13,7,37.5,22.6538461538462,13,"all"
"Plantago maritima L. subsp. serpentina (All.) Arcangeli",37.5,2,12,2,0.5,7.875,12,"all"
"Plantago media L.",37.5,2,23,2,0.5,4.34782608695652,23,"all"
"Plantago serpentina All. (b.)",37.5,2,4,2,19,19,4,"all"
"Platanthera bifolia (L.) L.C.M. Richard",0.5,4,4,0,0.5,0.5,4,"all"
"Poa alpina L.",62.5,2,91,33,0.5,16.3791208791209,91,"all"
"Poa angustifolia L.",0.5,5,5,0,0.5,0.5,5,"all"
"Poa annua L.",37.5,3,10,3,7.75,14.5,10,"all"
"Poa bulbosa L.",15,1,7,0,0.5,2.57142857142857,7,"all"
"Poa cenisia All.",0.5,1,1,0,0.5,0.5,1,"all"
"Poa chaixii Vill. in Gilib.",37.5,3,7,3,15,18.4285714285714,7,"all"
"Poa compressa L.",0.5,1,1,0,0.5,0.5,1,"all"
"Poa laxa Haenke",37.5,3,9,3,0.5,14.4444444444444,9,"all"
"Poa minor Gaudin",0.5,2,2,0,0.5,0.5,2,"all"
"Poa nemoralis L.",37.5,8,24,8,0.5,13.4375,24,"all"
"Poa nemoralis L. var. glaucantha Gaudin",NA,NA,NA,NA,NA,NA,1,"all"
"Poa pratensis L.",37.5,14,34,14,15,18.7205882352941,35,"all"
"Poa supina Schrader",62.5,1,7,1,0.5,13.5,7,"all"
"Poa trivialis L.",37.5,6,13,6,15,18.6923076923077,13,"all"
"Polygala alpestris Reichenb.",37.5,2,10,2,0.5,7.9,10,"all"
"Polygala alpina (DC.) Steudel",0.5,1,1,0,0.5,0.5,1,"all"
"Polygala chamaebuxus L.",37.5,1,4,1,0.5,9.75,4,"all"
"Polygala comosa Schkuhr",0.5,3,3,0,0.5,0.5,3,"all"
"Polygala serpyllifolia J.A.C. Hose",37.5,1,2,1,19,19,2,"all"
"Polygala vulgaris L.",37.5,1,16,1,0.5,2.8125,16,"all"
"Polygonatum multiflorum (L.) All.",0.5,1,1,0,0.5,0.5,1,"all"
"Polygonatum verticillatum (L.) All.",37.5,2,4,2,19,19,4,"all"
"Polygonum aviculare L.",37.5,3,6,3,19,19,6,"all"
"Polygonum aviculare L. subsp. aviculare",15,1,1,0,15,15,1,"all"
"Polygonum bistorta L.",37.5,11,32,11,15,16.390625,32,"all"
"Polygonum persicaria L.",0.5,2,2,0,0.5,0.5,2,"all"
"Polygonum viviparum L.",37.5,22,58,22,0.5,14.7844827586207,58,"all"
"Polypodium vulgare L.",37.5,1,4,1,0.5,9.75,4,"all"
"Polystichum aculeatum (L.) Roth",37.5,3,6,3,19,19,6,"all"
"Polystichum lonchitis (L.) Roth",37.5,1,6,1,0.5,6.66666666666667,6,"all"
"Populus nigra L.",0.5,1,1,0,0.5,0.5,1,"all"
"Populus tremula L.",37.5,4,11,4,0.5,15.2727272727273,11,"all"
"Potamogeton alpinus Balbis",37.5,1,1,1,37.5,37.5,1,"all"
"Potentilla argentea groupe",37.5,1,4,1,0.5,9.75,5,"all"
"Potentilla argentea L.",37.5,2,13,2,0.5,6.19230769230769,13,"all"
"Potentilla aurea L.",37.5,9,44,9,0.5,8.39772727272727,44,"all"
"Potentilla crantzii (Crantz) G. Beck ex Fritsch",37.5,1,4,1,0.5,9.75,4,"all"
"Potentilla erecta (L.) R.uschel",37.5,39,134,39,0.5,14.1902985074627,134,"all"
"Potentilla grandiflora L.",15,1,14,0,0.5,1.53571428571429,14,"all"
"Potentilla inclinata Vill.",0.5,1,1,0,0.5,0.5,1,"all"
"Potentilla neumanniana Reichenb.",37.5,7,25,7,0.5,11.44,25,"all"
"Potentilla palustris (L.) Scop.",37.5,6,14,6,15,20.5,14,"all"
"Potentilla pusilla Host",15,1,3,0,0.5,5.33333333333333,3,"all"
"Potentilla recta L.",0.5,2,2,0,0.5,0.5,2,"all"
"Potentilla reptans L.",37.5,1,5,1,0.5,7.9,5,"all"
"Potentilla rupestris L.",37.5,2,4,2,19,19,4,"all"
"Potentilla thuringiaca Bernh. ex Link",0.5,1,1,0,0.5,0.5,1,"all"
"Prenanthes purpurea L.",37.5,5,20,5,0.5,10.475,20,"all"
"Primula farinosa L.",37.5,8,27,8,0.5,12,27,"all"
"Primula hirsuta All.",37.5,5,12,5,0.5,15.9166666666667,12,"all"
"Primula pedemontana E.Thomas ex Gaudin, 1828",37.5,1,2,1,19,19,2,"all"
"Primula veris L.",37.5,3,14,3,0.5,8.42857142857143,14,"all"
"Primula vulgaris Hudson subsp. vulgaris",0.5,1,1,0,0.5,0.5,1,"all"
"Pritzelago alpina (L.) O. Kuntze",37.5,1,1,1,37.5,37.5,1,"all"
"Pritzelago alpina (L.) O. Kuntze subsp. alpina",0.5,2,2,0,0.5,0.5,2,"all"
"Prunella grandiflora (L.) Scholler",37.5,3,16,3,0.5,8.34375,16,"all"
"Prunella vulgaris L.",37.5,1,33,1,0.5,2.5,33,"all"
"Prunus avium L.",0.5,5,5,0,0.5,0.5,5,"all"
"Prunus laurocerasus L.",0.5,1,1,0,0.5,0.5,1,"all"
"Prunus mahaleb L.",0.5,1,1,0,0.5,0.5,1,"all"
"Prunus spinosa L.",15,1,11,0,0.5,1.81818181818182,11,"all"
"Pseudorchis albida (L.) 'A. & D. L.ve",0.5,17,17,0,0.5,0.5,17,"all"
"Pteridium aquilinum (L.) Kuhn",15,1,2,0,7.75,7.75,2,"all"
"Pteroselinum austriacum (Jacq.) Reichb.",15,1,2,0,7.75,7.75,2,"all"
"Pulicaria dysenterica (L.) Bernh.",37.5,1,1,1,37.5,37.5,1,"all"
"Pulmonaria montana Lej.",0.5,1,1,0,0.5,0.5,1,"all"
"Pulsatilla alpina (L.) Delarbre",37.5,1,12,1,0.5,3.58333333333333,12,"all"
"Pulsatilla vernalis (L.) Miller",37.5,1,9,1,0.5,4.61111111111111,9,"all"
"Pyrola rotundifolia L. subsp. rotundifolia",0.5,1,1,0,0.5,0.5,1,"all"
"Pyrus communis L.",0.5,1,1,0,0.5,0.5,1,"all"
"Quercus petraea (Mattuschka) Liebl.",62.5,1,9,3,15,20.4444444444444,9,"all"
"Quercus robur L.",37.5,2,2,2,37.5,37.5,2,"all"
"Ranunculus aconitifolius L.",62.5,1,25,8,15,16.24,25,"all"
"Ranunculus acris L.",37.5,2,8,2,0.5,11.5625,8,"all"
"Ranunculus acris L. subsp. friesianus (Jordan) Syme",37.5,5,19,5,0.5,10.2368421052632,19,"all"
"Ranunculus alpestris L.",37.5,1,2,1,26.25,26.25,2,"all"
"Ranunculus bulbosus L.",37.5,2,27,2,0.5,3.24074074074074,27,"all"
"Ranunculus glacialis L.",37.5,5,9,5,37.5,22.6666666666667,9,"all"
"Ranunculus kuepferi Greuter & Burdet",37.5,1,3,1,0.5,12.8333333333333,3,"all"
"Ranunculus montanus groupe",37.5,1,4,1,0.5,9.75,4,"all"
"Ranunculus montanus Willd.",15,1,6,0,0.5,2.91666666666667,6,"all"
"Ranunculus repens L.",37.5,3,6,3,26.25,23.8333333333333,6,"all"
"Ranunculus sartorianus Boiss. & Heldr.",37.5,5,25,5,0.5,8.48,25,"all"
"Ranunculus tuberosus Lapeyr.",37.5,8,20,8,0.5,15.3,20,"all"
"Reseda lutea L.",0.5,1,1,0,0.5,0.5,1,"all"
"Reynoutria japonica Houtt.",37.5,1,1,1,37.5,37.5,1,"all"
"Reynoutria x-bohemica Chrtek & Chrtkova",0.5,1,1,0,0.5,0.5,1,"all"
"Rhamnus alpina L.",0.5,1,1,0,0.5,0.5,1,"all"
"Rhinanthus alectorolophus (Scop.) Pollich",62.5,1,31,9,15,15.7903225806452,31,"all"
"Rhinanthus glacialis Personnat",37.5,1,5,1,0.5,10.8,5,"all"
"Rhinanthus minor L.",37.5,1,3,1,0.5,12.8333333333333,3,"all"
"Rhododendron ferrugineum L.",62.5,3,27,15,37.5,25.9814814814815,27,"all"
"Ribes petraeum Wulfen in Jacq.",37.5,1,2,1,19,19,2,"all"
"Ribes rubrum L.",37.5,1,1,1,37.5,37.5,1,"all"
"Roegneria canina (L.) Nevski",15,1,6,0,0.5,2.91666666666667,6,"all"
"Rorippa islandica (Oeder ex Gunn.) Borb.s",37.5,2,2,2,37.5,37.5,2,"all"
"Rosa arvensis Hudson",0.5,7,7,0,0.5,0.5,7,"all"
"Rosa canina L.",0.5,14,14,0,0.5,0.5,14,"all"
"Rosa corymbifera Borckh.",0.5,1,1,0,0.5,0.5,1,"all"
"Rosa obtusifolia Desv.",0.5,1,1,0,0.5,0.5,1,"all"
"Rosa pendulina L.",0.5,4,4,0,0.5,0.5,4,"all"
"Rosa pimpinellifolia L.",0.5,1,1,0,0.5,0.5,1,"all"
"Rosa rubiginosa L.",0.5,2,2,0,0.5,0.5,2,"all"
"Rosa vosagiaca Desportes",0.5,1,1,0,0.5,0.5,1,"all"
"Rubus caesius L.",37.5,3,6,3,26.25,26.25,6,"all"
"Rubus fruticosus groupe",62.5,1,4,1,7.75,19.625,4,"all"
"Rubus hirtus Waldst. & Kit.",37.5,1,2,1,19,19,2,"all"
"Rubus idaeus L.",37.5,9,32,9,0.5,13.171875,32,"all"
"Rubus impolitus Sudre gr. R. koehleri",0.5,1,1,0,0.5,0.5,1,"all"
"Rubus saxatilis L.",15,1,4,0,0.5,4.125,4,"all"
"Rubus ulmifolius Schott",0.5,1,1,0,0.5,0.5,1,"all"
"Rumex acetosa L.",37.5,5,40,5,0.5,5.125,40,"all"
"Rumex acetosella L.",0.5,4,4,0,0.5,0.5,4,"all"
"Rumex arifolius All.",37.5,7,19,7,15,16.4210526315789,19,"all"
"Rumex conglomeratus Murray",0.5,1,1,0,0.5,0.5,1,"all"
"Rumex crispus L.",37.5,2,3,2,37.5,25.1666666666667,3,"all"
"Rumex obtusifolius L.",37.5,3,15,3,0.5,8.86666666666667,15,"all"
"Rumex patientia L.",0.5,1,1,0,0.5,0.5,1,"all"
"Rumex pseudalpinus H.fft",62.5,3,17,8,15,24.0294117647059,17,"all"
"Rumex scutatus L.",37.5,3,16,3,0.5,8.34375,17,"all"
"Sagina glabra (Willd.) Fenzl",0.5,8,8,0,0.5,0.5,8,"all"
"Sagina procumbens L.",0.5,1,1,0,0.5,0.5,1,"all"
"Sagina saginoides (L.) Karsten subsp. saginoides",37.5,1,3,1,0.5,12.8333333333333,3,"all"
"Salix appendiculata Vill.",37.5,5,9,5,37.5,22.6666666666667,9,"all"
"Salix aurita L.",0.5,2,2,0,0.5,0.5,2,"all"
"Salix breviserrata B. Flod.",0.5,1,1,0,0.5,0.5,1,"all"
"Salix caprea L.",15,2,9,0,0.5,3.72222222222222,9,"all"
"Salix cinerea L.",37.5,1,3,1,15,17.6666666666667,3,"all"
"Salix daphnoides Vill.",37.5,1,1,1,37.5,37.5,1,"all"
"Salix elaeagnos Scop. subsp. angustifolia (Cariot) Rech. fil.",0.5,2,2,0,0.5,0.5,2,"all"
"Salix foetida Schleicher ex DC.",37.5,4,11,4,15,19.2272727272727,11,"all"
"Salix hastata L.",15,1,3,0,0.5,5.33333333333333,3,"all"
"Salix herbacea L.",62.5,1,23,8,0.5,16.3478260869565,23,"all"
"Salix laggeri Wimmer",37.5,1,3,1,0.5,12.8333333333333,3,"all"
"Salix myrsinifolia Salisb.",37.5,2,9,2,15,13.5555555555556,9,"all"
"Salix pentandra L.",15,1,2,0,7.75,7.75,2,"all"
"Salix purpurea L.",37.5,1,5,1,0.5,7.9,5,"all"
"Salix reticulata L.",37.5,4,8,4,26.25,22.625,8,"all"
"Salix retusa L.",37.5,1,10,1,7.75,10,10,"all"
"Salix serpyllifolia Scop. 4",37.5,9,15,9,37.5,25.6,15,"all"
"Salix triandra L. emend. Ser.",0.5,1,1,0,0.5,0.5,1,"all"
"Salvia glutinosa L.",37.5,1,4,1,7.75,13.375,4,"all"
"Salvia pratensis L.",37.5,14,47,14,15,17.0744680851064,48,"all"
"Sambucus ebulus L.",37.5,1,1,1,37.5,37.5,1,"all"
"Sambucus nigra L.",0.5,3,3,0,0.5,0.5,3,"all"
"Sambucus racemosa L.",37.5,1,4,1,0.5,9.75,4,"all"
"Sanguisorba minor Scop.",37.5,11,49,11,0.5,9.10204081632653,49,"all"
"Sanguisorba officinalis L.",37.5,1,3,1,15,17.6666666666667,3,"all"
"Sanicula europaea L.",0.5,1,1,0,0.5,0.5,1,"all"
"Saponaria ocymoides L.",37.5,2,12,2,0.5,6.66666666666667,12,"all"
"Satureja alpina (L.) Scheele",0.5,2,2,0,0.5,0.5,2,"all"
"Saxifraga aizoides L.",37.5,8,28,8,0.5,12.1071428571429,28,"all"
"Saxifraga androsacea L.",0.5,2,2,0,0.5,0.5,2,"all"
"Saxifraga aspera L.",0.5,4,4,0,0.5,0.5,4,"all"
"Saxifraga biflora All., 1773",37.5,1,3,1,0.5,12.8333333333333,3,"all"
"Saxifraga bryoides L.",37.5,2,17,2,0.5,4.85294117647059,17,"all"
"Saxifraga cuneifolia L. subsp. robusta D.A. Webb",37.5,2,6,2,7.75,15.25,6,"all"
"Saxifraga diapensioides Bellardi",37.5,1,2,1,19,19,2,"all"
"Saxifraga exarata Vill.",0.5,9,9,0,0.5,0.5,9,"all"
"Saxifraga exarata Vill. subsp. moschata (Wulfen) Cavillier in Burnat",0.5,3,3,0,0.5,0.5,3,"all"
"Saxifraga muscoides All.",0.5,1,1,0,0.5,0.5,1,"all"
"Saxifraga oppositifolia L.",37.5,3,13,3,0.5,11.2692307692308,13,"all"
"Saxifraga paniculata Miller",37.5,2,15,2,0.5,5.43333333333333,15,"all"
"Saxifraga rotundifolia L.",37.5,3,14,3,0.5,11.5357142857143,14,"all"
"Saxifraga seguieri Sprengel",0.5,1,1,0,0.5,0.5,1,"all"
"Saxifraga stellaris L. subsp. robusta (Engler) Gremli",37.5,9,28,9,0.5,12.9107142857143,28,"all"
"Scabiosa columbaria L.",37.5,13,34,13,0.5,14.6470588235294,34,"all"
"Scabiosa lucida Vill.",37.5,6,15,6,0.5,15.3,15,"all"
"Scirpus sylvaticus L.",0.5,2,2,0,0.5,0.5,2,"all"
"Scleranthus perennis L. subsp. perennis",15,1,4,0,0.5,4.125,4,"all"
"Scorzonera laciniata L.",0.5,1,1,0,0.5,0.5,1,"all"
"Scrophularia nodosa L.",0.5,4,4,0,0.5,0.5,4,"all"
"Scutellaria alpina L.",0.5,1,1,0,0.5,0.5,1,"all"
"Securigera varia (L.) P. Lassen",37.5,3,13,3,15,13.5,14,"all"
"Sedum acre L.",37.5,1,2,1,19,19,2,"all"
"Sedum album L.",37.5,1,13,1,0.5,5.57692307692308,13,"all"
"Sedum alpestre Vill.",37.5,1,22,1,0.5,2.84090909090909,22,"all"
"Sedum anacampseros L.",0.5,7,7,0,0.5,0.5,7,"all"
"Sedum annuum L.",0.5,1,1,0,0.5,0.5,2,"all"
"Sedum dasyphyllum L.",37.5,1,3,1,0.5,12.8333333333333,3,"all"
"Sedum montanum Perrier & Song.",37.5,1,6,1,0.5,6.66666666666667,7,"all"
"Sedum rupestre L.",15,1,12,0,0.5,1.70833333333333,12,"all"
"Sedum sexangulare L.",37.5,6,15,6,0.5,16.2666666666667,15,"all"
"Sedum telephium L.",0.5,1,1,0,0.5,0.5,1,"all"
"Sedum telephium L. subsp. maximum (L.) Rouy & Camus [1901]",0.5,3,3,0,0.5,0.5,3,"all"
"Selaginella selaginoides (L.) C.F. Martius",37.5,3,26,3,0.5,4.76923076923077,26,"all"
"Sempervivum arachnoideum L.",37.5,1,5,1,0.5,10.8,5,"all"
"Sempervivum montanum L.",37.5,5,29,5,0.5,7.37931034482759,29,"all"
"Sempervivum tectorum L.",37.5,1,6,1,0.5,6.66666666666667,6,"all"
"Sempervivum tectorum L. subsp. alpinum (Griseb. & Schenk) Arcangeli [1894]",0.5,2,2,0,0.5,0.5,2,"all"
"Senecio doronicum (L.) L.",37.5,1,14,1,0.5,4.17857142857143,14,"all"
"Senecio erucifolius L.",0.5,1,1,0,0.5,0.5,1,"all"
"Senecio hercynicus J. Herborg",0.5,1,1,0,0.5,0.5,1,"all"
"Senecio inaequidens DC.",37.5,1,1,1,37.5,37.5,1,"all"
"Senecio incanus L.",37.5,4,19,4,0.5,9.05263157894737,19,"all"
"Senecio jacobaea L.",37.5,1,1,1,37.5,37.5,1,"all"
"Senecio ovatus (G. Gaertner, B. Meyer & Scherb.) Will subsp. alpestris (Gaudin) J. Herborg",37.5,2,3,2,37.5,25.1666666666667,3,"all"
"Senecio viscosus L.",0.5,1,1,0,0.5,0.5,2,"all"
"Seseli annuum L. subsp. carvifolium (Vill.) P. Fourn.",0.5,1,1,0,0.5,0.5,1,"all"
"Sesleria caerulea (L.) Ard., non sensu 4",37.5,13,21,13,37.5,25.4761904761905,21,"all"
"Setaria pumila (Poiret) Roemer & Schultes",37.5,2,3,2,37.5,25.1666666666667,3,"all"
"Setaria viridis (L.) P. Beauv. subsp. viridis",0.5,2,2,0,0.5,0.5,2,"all"
"Sibbaldia procumbens L.",37.5,2,16,2,0.5,5.125,16,"all"
"Silaum silaus (L.) Schinz & Thell.",37.5,1,2,1,19,19,2,"all"
"Silene acaulis (L.) Jacq.",0.5,12,12,0,0.5,0.5,12,"all"
"Silene acaulis (L.) Jacq. subsp. bryoides (Jordan) Nyman",0.5,2,2,0,0.5,0.5,2,"all"
"Silene acaulis (L.) Jacq. subsp. exscapa (All.) Killias [1888]",37.5,1,1,1,37.5,37.5,1,"all"
"Silene dioica (L.) Clairv.",37.5,1,7,1,0.5,5.78571428571429,7,"all"
