"x"
"Dactylorhiza sambucina (L.) So."
"Dactylorhiza traunsteineri (Saut.) So., 1962"
"Danthonia decumbens (L.) DC."
"Daphne mezereum L."
"Daucus carota L."
"Daucus carota L. subsp. carota"
"Deschampsia cespitosa (L.) P. Beauv. subsp. cespitosa"
"Deschampsia flexuosa (L.) Trin."
"Dianthus sylvestris Wulfen subsp. sylvestris"
"Digitalis grandiflora Miller"
"Digitalis lutea L. subsp. lutea"
"Digitaria sanguinalis (L.) Scop."
"Diphasiastrum alpinum (L.) Holub"
"Doronicum grandiflorum Lam."
"Draba aizoides L."
"Draba dubia Suter"
"Draba siliquosa M. Bieb."
"Drosera rotundifolia L."
"Dryas octopetala L."
"Dryopteris affinis (Lowe) Fraser-Jenkins"
"Dryopteris carthusiana (Vill.) H.P. Fuchs"
"Dryopteris dilatata (Hoffm.) A. Gray"
"Dryopteris expansa (C. Presl) Fraser-Jenkins & Jermy"
"Dryopteris filix-mas (L.) Schott"
"Dryopteris villarii (Bellardi) Schinz & Thell."
"Echinochloa crus-galli (L.) P. Beauv."
"Echium vulgare L."
"Eleocharis palustris (L.) Roemer & Schultes"
"Eleocharis quinqueflora (F.X. Hartmann) O. Schwarz"
"Eleocharis uniglumis (Link) Schultes"
"Elytrigia intermedia (Host) Nevski"
"Elytrigia repens (L.) Desv. ex Nevski"
"Empetrum nigrum L. subsp. hermaphroditum (Hagerup) B.cher"
"Epilobium alpestre (Jacq.) Krocker"
"Epilobium alsinifolium Vill."
"Epilobium anagallidifolium Lam."
"Epilobium angustifolium L."
"Epilobium collinum C.C. Gmelin"
"Epilobium dodonaei Vill. subsp. fleischeri (Hochst.) Schinz & Thell."
"Epilobium montanum L."
"Epilobium nutans F.W. Schmidt"
"Epilobium palustre L."
"Epilobium parviflorum Schreber"
"Epipactis atrorubens (Hoffm.) Besser"
"Epipactis helleborine (L.) Crantz"
"Epipactis palustris (L.) Crantz"
"Equisetum arvense L."
"Equisetum fluviatile L."
"Equisetum palustre L."
"Equisetum ramosissimum Desf."
"Equisetum sylvaticum L."
"Equisetum telmateia Ehrh."
"Equisetum variegatum Schleicher"
"Eragrostis minor Host"
"Erigeron acer L."
"Erigeron acer L. subsp. angulosus (Gaudin) Vacc."
"Erigeron alpinus L."
"Erigeron annuus (L.) Pers."
"Erigeron annuus (L.) Pers. subsp. annuus"
"Erigeron gaudinii Br.gger"
"Erigeron glabratus Bluff & Fingerh."
"Erigeron neglectus A. Kerner"
"Erigeron uniflorus L."
"Eriophorum latifolium Hoppe"
"Eriophorum polystachion L. [1753]"
"Eriophorum scheuchzeri Hoppe"
"Eriophorum vaginatum L."
"Erucastrum nasturtiifolium (Poiret) O.E. Schulz subsp. nasturtiifolium"
"Eryngium campestre L."
"Eupatorium cannabinum L. subsp. cannabinum"
"Euphorbia cyparissias L."
"Euphrasia alpina Lam."
"Euphrasia hirtella Jordan ex Reuter"
"Euphrasia minima Jacq. ex DC., 1805"
"Euphrasia officinalis  subsp. rostkoviana (Hayne) F.Town"
"Euphrasia pectinata Ten."
"Euphrasia picta Wimmer"
"Euphrasia salisburgensis Funck"
"Euphrasia stricta D. Wolff ex J.F. Lehm."
"Evonymus europaeus L."
"Fagus sylvatica L."
"Festuca acuminata Gaudin"
"Festuca altissima All."
"Festuca arundinacea Schreber"
"Festuca arundinacea Schreber subsp. arundinacea"
"Festuca filiformis Pourret"
"Festuca flavescens Bellardi"
"Festuca gigantea (L.) Vill."
"Festuca halleri All."
"Festuca heterophylla Lam."
"Festuca laevigata Gaudin"
"Festuca laevigata Gaudin subsp. crassifolia (Gaudin) Kergu.len & Plonka"
"Festuca marginata (Hackel) K. Richter subsp. marginata"
"Festuca melanopsis Foggi, Gr. Rossi & M.A. Signorini"
"Festuca nigrescens Lam."
"Festuca ovina L."
"Festuca paniculata (L.) Schinz & Thell. subsp. paniculata"
"Festuca pratensis Hudson subsp. apennina (De Not.) Hegi"
"Festuca pratensis Hudson subsp. pratensis"
"Festuca quadriflora Honckeny"
"Festuca rubra L."
"Festuca rubra L. subsp. rubra"
"Festuca trichophylla (Gaudin) K. Richter subsp. trichophylla"
"Festuca valesiaca Gaudin"
"Festuca violacea Gaudin"
"Filipendula ulmaria (L.) Maxim."
"Fourraea alpina (L.) Greuter & Burdet"
"Fragaria vesca L."
"Frangula alnus Miller"
"Fraxinus excelsior L."
"Fumana procumbens (Dunal) Gren. & Godron"
"Gagea fragifera (Vill.) E. Bayer & G. L.pez"
"Galeopsis ladanum L."
"Galeopsis ladanum L. subsp. ladanum"
"Galeopsis tetrahit L."
"Galinsoga quadriradiata Ruiz & Pavon"
"Galium anisophyllon Vill."
"Galium aparine L."
"Galium boreale L."
"Galium lucidum All."
"Galium mollugo L."
"Galium mollugo L. subsp. erectum Syme"
"Galium odoratum (L.) Scop."
"Galium palustre L."
"Galium palustre L. subsp. palustre"
"Galium parisiense L."
"Galium pumilum Murray"
"Galium rotundifolium L."
"Galium uliginosum L."
"Galium verum L."
"Galium verum L. subsp. verum"
"Genista sagittalis L."
"Genista tinctoria L."
"Gentiana acaulis L."
"Gentiana asclepiadea L."
"Gentiana bavarica L. subsp. bavarica"
"Gentiana brachyphylla Vill."
"Gentiana clusii Perr. & Song."
"Gentiana cruciata L."
"Gentiana lutea L."
"Gentiana nivalis L."
"Gentiana orbicularis Schur"
"Gentiana purpurea L."
"Gentiana utriculosa L."
"Gentiana verna L."
"Gentianella campestris (L.) B.rner"
"Gentianella ciliata (L.) Borckh."
"Gentianella tenella (Rottb.) B.rner"
"Geranium columbinum L."
"Geranium molle L."
"Geranium phaeum L."
"Geranium pyrenaicum Burm. fil."
"Geranium robertianum L."
"Geranium robertianum L. subsp. robertianum"
"Geranium sanguineum L."
"Geranium sylvaticum L."
"Geum montanum L."
"Geum reptans L."
"Geum rivale L."
"Geum urbanum L."
"Glechoma hederacea L."
"Globularia bisnagarica L."
"Globularia cordifolia L."
"Glyceria notata Chevall."
"Gnaphalium supinum L. (b.)"
"Gymnadenia conopsea (L.) R. Br. in Aiton fil."
"Gymnadenia nigra subsp. austriaca (Teppner & E.Klein) Teppner & E.K"
"Gymnadenia nigra subsp. rhellicani (Teppner & E.Klein) J.M.Tison, 2"
"Gymnocarpium dryopteris (L.) Newman"
"Gymnocarpium robertianum (Hoffm.) Newman"
"Gypsophila repens L."
"Hedera helix L."
"Hedysarum hedysaroides (L.) Schinz & Thell."
"Helianthemum nummularium (L.) Miller"
"Helianthemum oelandicum (L.) DC. subsp. italicum (L.) Cesati"
"Helictotrichon parlatorei (Woods) Pilger"
"Helleborus foetidus L."
"Hepatica nobilis Schreber"
"Heracleum sphondylium L."
"Heracleum sphondylium L. subsp. elegans (Crantz) Sch.bler & Martens"
"Heracleum sphondylium L. subsp. sphondylium"
"Hieracium alpinum L."
"Hieracium amplexicaule L."
"Hieracium armerioides Arvet-Touvet"
"Hieracium bifidum groupe s.ries bifidum-caesioides JMT"
"Hieracium glaciale Reyn."
"Hieracium halleri Vill."
"Hieracium humile Jacq."
"Hieracium intybaceum All."
"Hieracium isatidifolium Arvet-Touvet gr."
"Hieracium lachenalii Suter"
"Hieracium laggeri (Schultz Bip. ex Reichenb. fil.) F"
"Hieracium murorum L."
"Hieracium picroides Vill."
"Hieracium piliferum Hoppe"
"Hieracium prenanthoides Vill."
"Hieracium racemosum Waldst. & Kit. ex Willd."
"Hieracium rionii Gremli"
"Hieracium umbellatum L."
"Hieracium umbrosum Jord."
"Hieracium villosum Jacq."
"Hieracium virgultorum Jord."
"Hieracium x niphostribes Peter"
"Hippocrepis comosa L."
"Hippopha. rhamnoides L. subsp. fluviatilis van Soest"
"Holcus lanatus L."
"Holcus mollis L., 1759"
"Homogyne alpina (L.) Cass."
"Hordelymus europaeus (L.) C.O. Harz"
"Hordeum murinum L. subsp. murinum"
"Hugueninia tanacetifolia (L.) Reichenb. subsp. tanacetifolia"
"Huperzia selago (L.) Bernh. ex Schrank & Mart., 1829"
"Hypericum maculatum Crantz subsp. maculatum"
"Hypericum perforatum L."
"Hypericum tetrapterum Fries"
"Hypochaeris maculata L."
"Hypochaeris radicata L."
"Hyssopus officinalis L. subsp. officinalis"
"Ilex aquifolium L."
"Impatiens glandulifera Royle"
"Impatiens noli-tangere L."
"Imperatoria ostruthium L. (b.)"
"Inula salicina L."
"Iris germanica L."
"Iris pseudacorus L."
"Juglans regia L."
"Juncus alpinoarticulatus Chaix, 1785"
"Juncus alpinoarticulatus Chaix subsp.alpinoarticulatus"
"Juncus arcticus Willd."
"Juncus articulatus L."
"Juncus compressus Jacq."
"Juncus conglomeratus L."
"Juncus effusus L."
"Juncus filiformis L."
"Juncus inflexus L."
"Juncus jacquinii L."
"Juncus subnodulosus Schrank"
"Juncus tenuis Willd."
"Juncus trifidus L."
"Juncus triglumis L."
"Juniperus communis L."
"Juniperus sibirica Loddiges in Burgsd."
"Kandis perfoliata (L.) Kergu.len"
"Kernera saxatilis (L.) Sweet"
"Knautia arvensis (L.) Coulter"
"Knautia dipsacifolia Kreutzer"
"Kobresia myosuroides (Vill.) Fiori"
"Kobresia simpliciuscula (Wahlenb.) Mackenzie"
"Koeleria macrantha groupe"
"Koeleria pyramidata (Lam.) P. Beauv."
"Koeleria vallesiana (Honckeny) Gaudin"
"Lactuca serriola L."
"Lamium galeobdolon (L.) L. subsp. montanum (Pers.) Hayek"
"Lamium maculatum L."
"Lamium purpureum L."
"Lapsana communis L. subsp. communis"
"Lapsana communis L. subsp. intermedia (M. Bieb.) Hayek"
"Larix decidua Miller"
"Laserpitium halleri Crantz"
"Laserpitium latifolium L."
"Lathyrus heterophyllus L."
"Lathyrus linifolius (Reichard) B.ssler"
"Lathyrus occidentalis (Fisch. & C.A. Meyer) Fritsch"
"Lathyrus pratensis L."
"Lathyrus sylvestris L."
"Lathyrus tuberosus L."
"Lathyrus vernus (L.) Bernh."
"Leontodon autumnalis L. subsp. autumnalis"
"Leontodon helveticus M.rat (b.)"
"Leontodon hispidus L."
"Leontodon montanus Lam."
"Leontodon pyrenaicus Gouan subsp. helveticus (M.rat) Finch & P.D. Sell"
"Leontopodium alpinum Cass."
"Lepidium virginicum L."
"Leucanthemopsis alpina (L.) Heywood"
"Leucanthemum adustum (Koch) Gremli"
"Leucanthemum vulgare Lam."
"Ligustrum vulgare L."
"Lilium martagon L."
"Linaria alpina (L.) Miller subsp. alpina"
"Linum alpinum Jacq."
"Linum catharticum L."
"Linum tenuifolium L."
"Listera cordata (L.) R. Br."
"Listera ovata (L.) R. Br."
"Logfia arvensis (L.) J. Holub"
"Loiseleuria procumbens (L.) Desv."
"Lolium multiflorum Lam."
"Lolium perenne L."
"Lonicera alpigena L."
"Lonicera caerulea L."
"Lonicera nigra L."
"Lonicera xylosteum L."
"Lotus alpinus (DC.) Schleicher ex Ramond"
"Lotus corniculatus L."
"Lotus corniculatus L. var. alpinus DC. (b.)"
"Lotus maritimus L."
"Lotus pedunculatus Cav."
"Luzula alpina Hoppe in Sturm"
"Luzula alpinopilosa (Chaix) Breistr."
"Luzula campestris (Ehrh.) Lej."
"Luzula lutea (All.) DC."
"Luzula multiflora (Ehrh.) Lej. subsp. multiflora"
"Luzula nivea (L.) DC."
"Luzula nutans (Vill.) Duval-Jouve"
"Luzula pilosa (L.) Willd."
"Luzula sieberi Tausch"
"Luzula spicata (L.) DC."
"Luzula sudetica (Willd.) DC. in Lam. & DC. [1815]"
"Luzula sylvatica groupe"
"Luzula sylvatica (Hudson) Gaudin"
"Lycopodium annotinum L., 1753"
"Lycopodium clavatum L."
"Lysimachia nemorum L."
"Lysimachia nummularia L."
"Lysimachia vulgaris L."
"Lythrum salicaria L."
"Maianthemum bifolium (L.) F.W. Schmidt"
"Malva alcea L."
"Malva moschata L."
"Malva sylvestris L."
"Matricaria discoidea DC."
"Matricaria perforata M.rat"
"Medicago lupulina L."
"Medicago minima (L.) L."
"Medicago sativa L."
"Medicago x-varia T. Martyn"
"Melampyrum nemorosum L."
"Melampyrum pratense L."
"Melampyrum sylvaticum L."
"Melampyrum vaudense (Ronniger) So."
"Melica ciliata L."
"Melica nutans L."
"Melica uniflora Retz."
"Melilotus albus Medik."
"Melilotus altissimus Thuill."
"Melilotus officinalis Lam."
"Mentha aquatica L. subsp. aquatica"
"Mentha longifolia (L.) Hudson"
"Menyanthes trifoliata L."
"Mercurialis perennis L."
"Meum athamanticum Jacq."
"Minuartia laricifolia (L.) Schinz & Thell. subsp. laricifolia"
"Minuartia recurva (All.) Schinz & Thell. subsp. recurva"
"Minuartia sedoides (L.) Hiern"
"Minuartia verna (L.) Hiern"
"Moehringia muscosa L."
"Molinia caerulea (L.) Moench"
"Molinia caerulea (L.) Moench subsp. arundinacea (Schrank) K. Richter"
"Molinia caerulea (L.) Moench subsp. caerulea"
"Murbeckiella pinnatifida (Lam.) Rothm., 1939"
"Muscari comosum (L.) Miller"
"Mutellina adonidifolia (J. Gay) Guterm."
"Mycelis muralis (L.) Dumort."
"Myosotis alpestris F.W. Schmidt"
"Myosotis arvensis Hill"
"Myosotis decumbens Host"
"Myosotis scorpioides L."
"Myriophyllum verticillatum L."
"Myrrhis odorata (L.) Scop."
"Nardus stricta L."
"Neotinea ustula (L.) R.M.Bateman, Pridgeon & M.W.Cha."
"Noccaea brachypetala (Jordan) F.K. Meyer"
"Noccaea caerulescens (J. & C. Presl) F.K. Meyer"
"Noccaea rotundifolia (L.) Moench"
"Nymphaea alba L."
"Odontites lanceolatus (Gaudin) Reichenb. subsp. lanceolatus"
"Odontites luteus (L.) Clairv."
"Oenanthe lachenalii C.C. Gmelin"
"Omalotheca hoppeana (Koch) Schultz Bip. & F.W. Schulz"
"Omalotheca norvegica (Gunn.) Schultz Bip. & F.W. Schul"
"Omalotheca supina (L.) DC."
"Omalotheca sylvatica (L.) Schultz Bip. & F.W. Schultz"
"Onobrychis montana DC."
"Onobrychis viciifolia Scop."
"Ononis natrix L. subsp. natrix"
"Ononis pusilla L."
"Ononis repens L."
"Ononis spinosa L."
"Onopordum acanthium L."
"Ophioglossum vulgatum L."
"Oreopteris limbosperma (All.) Holub"
"Oreoselinum nigrum Delabre"
"Origanum vulgare L. subsp. vulgare"
"Ornithogalum pyrenaicum L."
"Orobanche alba Willd."
"Orobanche caryophyllacea Sm."
"Orthilia secunda (L.) House"
"Oxalis acetosella L."
"Oxyria digyna (L.) Hill"
"Oxytropis campestris (L.) DC."
"Oxytropis jacquinii Bunge"
"Pachypleurum mutellinoides (Crantz) Holub"
"Paradisea liliastrum (L.) Bertol."
"Paris quadrifolia L."
"Parnassia palustris L., 1753"
"Paronychia polygonifolia (Vill.) DC."
"Pastinaca sativa L."
"Pastinaca sativa L. subsp. urens (Req. ex Godron) Celak."
"Pedicularis cenisia Gaudin"
"Pedicularis kerneri Dalla Torre"
"Pedicularis palustris L., 1753"
"Pedicularis recutita L."
"Pedicularis rostratospicata Crantz subsp. helvetica (Steininger) O. Schwarz"
"Pedicularis sylvatica L."
"Pedicularis tuberosa L."
"Pedicularis verticillata L."
"Petasites albus (L.) Gaertner"
"Petasites hybridus (L.) P.Gaertn., B.Mey. & Scherb. , 1801"
"Petasites paradoxus (Retz.) Baumg."
"Petrorhagia prolifera (L.) P.W. Ball & Heywood"
"Petrorhagia saxifraga (L.) Link subsp. saxifraga"
"Peucedanum ostruthium (L.) Koch"
"Phegopteris connectilis (Michaux) Watt"
"Phleum alpinum L."
"Phleum alpinum L. subsp. alpinum"
"Phleum alpinum L. subsp. rhaeticum Humphries"
"Phleum phleoides (L.) Karsten"
"Phleum pratense L."
"Phleum pratense L. subsp. pratense"
"Phragmites australis (Cav.) Steudel"
"Phragmites chrysantha Mabille (b.)"
"Phyteuma betonicifolium Vill."
"Phyteuma hemisphaericum L."
"Phyteuma michelii All."
"Phyteuma orbiculare L."
"Phyteuma ovatum Honckeny"
"Phyteuma spicatum L."
"Picea abies (L.) Karsten"
"Picris hieracioides L."
"Pilosella lactucella subsp. lactucella"
"Pilosella officinarum F.W.Schultz & Sch.Bip., 1862"
"Pilosella peleteriana subsp. peleteriana"
"Pilosella piloselloides subsp. praealta (Gochnat) S.Br.ut. & Greuter, 2007"
"Pilosella piloselloides (Vill.) Soj.k, 1971"
"Pimpinella major (L.) Hudson"
"Pimpinella saxifraga L."
"Pinguicula alpina L."
"Pinguicula leptoceras Reichenb."
"Pinguicula vulgaris L."
"Pinus mugo subsp. uncinata (Ramond ex DC.) Domin, 1936"
"Pinus sylvestris L."
"Plantago alpina L."
"Plantago atrata Hoppe subsp. atrata"
"Plantago lanceolata L."
