CODE_CBNA	MATURITY	LONGEVITY	HEIGHT	WOODY	DISPERSAL	LIGHT	LIGHT_TOLERANCE	SOIL	SOIL_TOLERANCE	GRAZ_MOW_TOLERANCE	PALATABILITY
4630		7	15.025	Herbaceous	1	4	1	1.5	1	2	
4631				Herbaceous		3	1	2	1	2	
4632		12	55	Herbaceous	2	3	2	2	1		
4633				Herbaceous		4	1	2	1		
4634			1.5	Herbaceous	1	5	1	1.5	1		
4635				Herbaceous		3	2	3	1		
4637	2	16	3.75	Herbaceous	1	4	2	1.5	1		4
4641				Herbaceous		4	1	2	1		
4643			10	Herbaceous	6	4	1	2	1		
4644				Herbaceous		4	1	2	1		
4649				Herbaceous		4	2	2	2	2	
4651			38	Herbaceous	7	4	1	2	1	3	
4652			40	Herbaceous	2	4	2	2	1	3	
4653				Herbaceous		4	2	2	1	3	
4666			70	Herbaceous	2	2	2	3	1		
4671				Herbaceous		4	1	2	1	2	
4672			25	Herbaceous	1	3	2	1.5	1	1	
4673			61.5	Herbaceous	2	4	1	2.5	1		
4676	2	4	40	Herbaceous	2	4	1	3	1	3	
4677				Herbaceous		4	1	3	1	3	
4678		4		Herbaceous		4	1	3	1	3	
4680	2	2	50	Herbaceous	2	3	2	2.5	1	1	
4681		2		Herbaceous		3	2	2	1	1	
4687				Herbaceous		4	1	3	1		
4688			60	Herbaceous	7	3	2	3	1	1	
4689	1	5	55	Herbaceous	7	3	2	3	1	2	
4691			29	Herbaceous	4	4	1	3.5	1	4	
4692	0		14	Herbaceous	7	4	1	2	1	3	
4699		18	14	Herbaceous	1	4	1	3	2	4	
4700		18	13	Herbaceous		4	1	2.5	2	4	
4705			16	Herbaceous	2	4	1	2	1	1	
4706			15	Herbaceous	1	4	2	1.5	1		
4708		23	35	Herbaceous	1	4	1	3	1	2	
4709		6	60	Herbaceous	4	2	2	3	1	1	
4716				unknown		3	1	2	1	2	
4718	2	2	25	Herbaceous	1	4	1	1	1	2	
4721		2		unknown		4	1	1	1	2	
4733			25	Herbaceous	6	4	1	2	1		
4734			11	Herbaceous	1	4	1	2.5	1		
4736				Herbaceous		4	1	2	1		
4737		1	19	Herbaceous	7	4	1	3	1		
4739				unknown		4	1	3	1		
4743			17.5	Herbaceous	2	3	1	1.5	1	2	
4744			15	Herbaceous	1	4	1	1.5	1		
4745			15	Herbaceous	1	4	1	1.5	1		
4749				Herbaceous		5	1	2	1	1	
4750			1.75	Herbaceous	4	5	1	1.5	1	1	
4752		15	5	Herbaceous	1	4	1	1.5	1	2	
4753		20		Herbaceous		5	1	2	1		
4754		10	27.5	Herbaceous	2	4	1	1.5	1	2	
4758			18	Herbaceous		3	1	3	1	2	
4759			20	Herbaceous	7	4	1	2	1	2	
4763		4	54	Herbaceous	7	3	1	3.5	1	3	
4772				Herbaceous		4	1	2	1		
4773			31.5	Herbaceous		3	1	2	1	2	
4776	1		39	Herbaceous	2	2	1	3	1	3	
4780				Herbaceous		2	1	3	1	3	
4781				Herbaceous		2	1	3	1	3	
4787			20	Herbaceous		4	1	3	1		
4799				unknown		3	1	2	1		
4800				unknown		3	1	2	1		
4805				Herbaceous		4	1	4	1		
4806		10	475	Herbaceous	4	3	1	4	1		
4814				Frutescent		4	1	3	1		
4817				Frutescent		5	1	1	1		
4823		16	22	Suffrutescent	6	2	1	1.5	1		
4824			102.5	Frutescent	6	2	1	3	1		
4826		56.5	82.5	Frutescent	6	3	1	2.5	1		3
4827				unknown		3	1	3	1		
4829			150	Frutescent	6	3	1	2.5	1		
4830			100	Frutescent	6	4	2	2	1		
4831			200	Frutescent	6	2	1	4	1		
4832			80	Frutescent	6	2	1	3	1		
4833		38	375	Frutescent	6	3	1	3	1		
4836				Frutescent		3	1	3	1		
4837	10	48	72.5	Frutescent	6	3	1	3	1		3
4838		3	90	Herbaceous	6	3	1	4	1	1	
4839			500	Frutescent	6	3	1	4	1	1	
4842			250	Frutescent	6	3	1	4	1		
4843		30	41	Frutescent		3	1	4	1		
4847		30	110	Frutescent	6	3	1	2	1		
4849	6		250	Frutescent	6	3	1	3	1		
4850			300	Frutescent	6	3	1	2	1		
4854	0.5	1	68	Herbaceous	6	4	2	3	1		
4880		10	7	Suffrutescent	1	5	1	1.5	1		
4881		10		unknown		5	1	2	1		
4885		43	2	Herbaceous	4	4	1	2	1		
4890				unknown		5	1	2	1		
4893			20	Suffrutescent	1	4	1	2	1		
4903				Herbaceous		5	1	2	1		
4907			1	Herbaceous	1	5	1	2	1		
4909			10	Herbaceous	1	4	1	1.5	1	1	
4921			7	Herbaceous	4	4	1	4	2		
4928				Herbaceous	1	4	1	4	1		
4943				Herbaceous	1	4	1	2	1		
4948				unknown	7			4			
4949				Herbaceous		4	1	3	2		
4952			14.5	Herbaceous		4	1	4	2		
4966		12	25	Herbaceous	1	5	1	2	1		
4968				Herbaceous	1	5	1	2	1		
4969	3	7	10	Herbaceous	1	5	1	1.5	1	1	4
4977	0.5		17	Herbaceous	4	4	1	2.5	1	3	
4978			20	Herbaceous	4	4	1	2.5	1	3	
4979				unknown		4	1	3	1	2	
4981			12	Herbaceous	4	5	1	2	1	2	
4982			6.5	Herbaceous	1	4	1	2	1	2	
4990			5.5	Herbaceous	7	4	1	3	1	1	
4992				Herbaceous		4	1	3	1	1	
4995				Herbaceous		4	1	3	1	1	
4999	2.5	10	2	Herbaceous	6	4	1	2	1	1	4
5003				Herbaceous		3	1	3	1		
5007				unknown		4	2	4	1	4	
5012			20	Herbaceous	7	4	2	3.5	2	5	
5016		1	14.5	Herbaceous	7	4	1	3	1	1	
5017				Herbaceous		4	1	3	1	2	
5025	3		5	Herbaceous	1	5	1	1.5	1		4
5027				unknown		5	1	2	1	1	
5029	3		7	Herbaceous	6	5	1	2	1		4
5031			7	Herbaceous	4	4	1	1.5	1	1	
5041		1	8	Herbaceous	4	4	1	2.5	1	1	
5056				unknown		4	2	3	1	2	
5059	3		3.5	Herbaceous	4	5	1	1.5	1		4
5070		4	85	Herbaceous	6	3	2	4	1		
5078		2	30	Herbaceous	2	3	2	3	1		
5083			45	Suffrutescent	2	4	2	2	1	2	
5084				Herbaceous		3	2	3	1	2	
5090		15	28	Herbaceous	2	4	1	2	1	2	
5091			30	Herbaceous		4	1	2	1	2	
5092				unknown				2			
5095		8	53	unknown		4	1	3	1		
5106		8	19	Herbaceous	1	4	1	3	1	3	
5114			25	Herbaceous	1	4	1	1.5	1		
5115			22.5	unknown							
5124			11	Herbaceous	1	4	1	1.5	1		
5130			18.75	Herbaceous	2	3	2	2	1		
5132				Herbaceous		3	2	2	1		
5139		7	7	Herbaceous	1	5	1	1.5	1		
5140				Herbaceous		4	1	2	1		
5152			20	Herbaceous	1	4	2	2	1		
5153		6		unknown		4	2	3	1	2	
5156		6	30	Herbaceous	2	4	2	2.5	1	2	
5160			12	Suffrutescent	1	5	1	2	1		
5163		9	39.5	Herbaceous	2	3	1	2	1	3	
5169				unknown		3	2	2	1	2	
5170		14		Herbaceous		5	1	2	1		
5171			30	Herbaceous		4	2	1.5	1		
5172				Herbaceous	2	4	2	2	1		
5174		14	16.9	Herbaceous	1	5	1	1.5	1		
5181				Herbaceous		4	1	3	1	2	
5182		7	10	Herbaceous	1	4	1	2	2		
5184		9		unknown		4	1	2	1		
5185	3	21	11	Herbaceous	1	5	1	1.5	1	1	2
5189		2		Herbaceous		4	1	3	1		
5190			8	Herbaceous	1	5	1	1.5	1		
5191		2	6.5	Herbaceous	1	4	1	3	1		
5193			7	Herbaceous	1			1			
5223		6	15	Suffrutescent	1	4	1	1.5	1		
5232			8	Herbaceous		4	1	3	1		
5233			8	Herbaceous	1	4	1	2	1		
5234			7	Herbaceous	1	5	1	2.5	1		
5235			20	Herbaceous	1	4	2	2.5	1		
5240		20		unknown	1	3	1	2	1	2	
5242		20	15	Suffrutescent	1	3	1	1.5	1	2	
5250		13	8	Suffrutescent	1	5	1	1	1	1	
5253		13	10	unknown		5	1	1	1	1	
5254			4.45	Suffrutescent	1	4	1	1.5	1		
5256		4	19.5	Herbaceous	1	4	1	1.5	1		
5260			6.5	Suffrutescent	2	5	1	1	1		
5261			4	Suffrutescent		5	1	1.5	1		
5262			3	Suffrutescent		5	1	1	1		
5263		40	4	Suffrutescent	1	5	1	1	1	2	
5264				unknown		4	1	2	1		
5265				unknown		4	1	1	1		
5268			8	Suffrutescent	1	5	1	1	1	1	
5269			18	Suffrutescent	1	4	1	1	1		
5272			7.5	Herbaceous	3	5	1	2	1		
5278			8	Herbaceous	1	3	2	1.5	1		
5279				unknown		4	2	2	1		
5280			11.5	Herbaceous	3	3	1	2	1		
5283			7	Herbaceous	3	3	2	2.5	1		
5287				unknown		3	2	2	1		
5288			18	Herbaceous	3	3	1	3	1		
5290			6	Herbaceous	6	4	1	2	1		
5291				unknown		4	1	3	1		
5295			25	Herbaceous	1	3	2	4	1	2	
5299	1	1	28	Herbaceous	7	4	1	2	1		
5300		11	17.5	Herbaceous	1	4	1	2	1	2	
5302		11	16	unknown		4	1	1.5	1	2	
5311			9	Herbaceous	6	4	1	4	1		
5315				Herbaceous		4	1	4	1		
5317		1	3	Herbaceous	6	4	1	2.5	1		
5327	3		1.25	Herbaceous	4	4	1	2.5	1		2
5334				unknown		4	1	2	1		
5336			6	Herbaceous	6	4	1	3	2	4	
5339				Herbaceous		4	1	3	2		
5343	3	45	3	Herbaceous	6	4	1	2	1	4	2
5345		45		unknown		4	1	2	1	4	
5347			3	Herbaceous	1	3	1	2.5	1	2	
5353		20	10	Herbaceous	1	4	1	1.5	1		
5354		17	7	Herbaceous	3	4	1	2	1		
5356		17		unknown		4	1	2	1		
5357		2	46.5	Herbaceous	2	3	1	3.5	1		
5361	3	130	2.8	Suffrutescent	1	5	1	1	1	2	1
5362	1	8	1.5	unknown		5	1	1.5	1	2	
5363	3	20	6.75	Suffrutescent	1	5	1	1	1	2	1
5364		8		unknown		5	1	1	1	2	
5366		8	9	Suffrutescent	1	5	1	1	1	2	
5373		2	30.5	Herbaceous	2	4	1	1.5	1	2	
5379			16	Herbaceous	1	3	2	1.5	1		
5385				Herbaceous		5	1	2	1	1	
5388			20	Herbaceous	1	4	1	2	1		
5391				Herbaceous		5	1	3	1		
5392			12	Herbaceous	1	4	2	1	1		
5393		3		unknown		4	1	3	1		
5396				Herbaceous		4	2	2	1		
5398				Herbaceous		4	1	4	1		
5399	1	5	59.1	Herbaceous	7	3	1	4	2	3	
5405		2	60	Herbaceous	7	4	1	3	1	3	
5406	3	7	29	Herbaceous	5	4	1	3	1	1	4
5408			25	Herbaceous	1	4	1	3	1		
5412			25	Herbaceous	1			1			
5423			19.5	Herbaceous	7	3	1	2	1	1	
5428		9		unknown		3	2	3	1	3	
5429			60	Herbaceous	7	4	1	4	1	3	
5431				Herbaceous		4	1	3	1		
5443			70	Herbaceous	2	4	2	2	1	1	
5445	1	1	30	Herbaceous	2	4	1	3.5	1		
5446			33.25	Herbaceous	2	4	2	3	1		
5451	2		35	Herbaceous	7	3	1	2	1	2	
5452				Herbaceous		3	1	2	1	1	
5456			21.575	Herbaceous		3	1	2	1	2	
5458				Herbaceous		3	1	2	1	2	
5464	2	4	37.5	Herbaceous	2	5	1	1.5	1	1	
5466			50	Herbaceous	2	3	2	2.5	1	1	
5468				Herbaceous		4	1	3	1		
5469			20	Herbaceous	1			1			
5473			11	Herbaceous	1	3	1	1.5	1		
5479		8	12	Herbaceous	1	4	1	1.5	1		
5482			18	Suffrutescent	1	4	1	1.5	1		
5490		8	12	Herbaceous	1	5	1	1	1	2	
5498			28	unknown	1			1			
5499			8	Herbaceous		4	1	2	1		
5500		5	12	Herbaceous		4	1	2	1		
5502				Herbaceous		3	1	3	1	1	
5503		6	50	Herbaceous	2	5	1	2	1	2	
5504			33	Herbaceous		4	1	2	1	2	
5507			20	Herbaceous	7	5	1	2	1	1	
5512	3	20	15	Herbaceous	7	4	2	2	1	2	4
5514	2		29	Herbaceous	7	4	1	2.5	1	2	
5517	1		23	Herbaceous	1	3	1	3.5	1		
5518				Herbaceous		3	1	4	1		
5524				Herbaceous		4	1	2	1		
5526			11.5	Herbaceous	1	4	1	1.5	1		
5547				Herbaceous		4	1	3	1		
5549		4	13	Herbaceous		4	2	2.5	1		
5554			12	Herbaceous	7	4	1	3	1	4	
5562			7	Herbaceous		4	1	2	1		
5564			25	Herbaceous	1	3	1	2.5	1	2	
5571			30	Herbaceous	4	3	1	2.5	1	2	
5572			25	Herbaceous	2	2	1	3	1		
5573	1		23	Herbaceous	7	3	1	4	1	4	
5579			48	unknown		3	1	4	1	4	
5580	1		33	Herbaceous	1	2	1	4	1	1	
5582			15	Herbaceous	1	2	1	4	1		4
5583				Herbaceous		2	1	4	1		
5584			10	Herbaceous	7	3	1	4	1	4	
5585			20	Herbaceous	1	3	1	3	1	3	
5593		1	45	Herbaceous	2	4	1	2.5	1		
5598			10	Herbaceous	1	5	2	2	2		
5605			200	Frutescent	6	3	2	3	1		
5608			200	Frutescent	6	3	2	3	1		
5611				Herbaceous	6	3	1	4	1		
5612				unknown		3	1	4	1		
5615				Herbaceous	6	3	1	4	1		
5627			67	unknown							
5631			52.5	Herbaceous	2	4	1	4	1		
5637				Herbaceous		4	1	4	1		
5640	1		48	Herbaceous	7	4	1	4	1		
5645				unknown	7			4			
5648			55	Herbaceous		4	1	4	1		
5650			38	Herbaceous	7	5	1	4	1		
5651				Herbaceous		4	1	4	1		
5653				Herbaceous		5	1	3	1		
5658			50	Herbaceous		5	1	1.5	1		
5659		20		unknown		5	1	4	1		
5660				Herbaceous		4	1	3	1		
5667				Herbaceous		4	1	4	1		
5672		1	25	Herbaceous		4	1	5	1		
5674			30	Herbaceous	6	4	1	5	1		
5677	0.5		50	Herbaceous	7	4	1	4	1		
5678				Herbaceous		4	1	4	1		
5683			53	Herbaceous	2	4	1	4	1		
5687	2.5	5	40	Herbaceous	7	4	1	5	1	3	4
5689			40	Herbaceous	7	4	1	4	1		
5692				Herbaceous		5	1	5	1		
5693			60	Herbaceous	7	4	1	4	1		
5696			28	Herbaceous	7	4	1	5	1		
5698			49	Herbaceous	7	4	1	4	1		
5704			43.5	Herbaceous	7	4	1	4	1		
5706			45	Herbaceous	7	4	1	4	1		
5707			47.5	Herbaceous	7	4	1	4	1		
5708				Herbaceous		4	1	4	1		
5710			51	Herbaceous	7	4	1	5	1		
5716				Herbaceous		4	1	4	1		
5719				Herbaceous		4	1	4	1		
5721			50	Herbaceous	7	4	1	4.5	1		
5723			16.5	Herbaceous	7	4	1	5	1		
5725				Herbaceous		4	1	2.5	1		
5740				Herbaceous		4	1	3	1		
5742			9	Herbaceous	6	4	1	3	1		
5781			20	Herbaceous	1			3			
5792				Herbaceous		5	1	4	1		
5804			72	Frutescent	2	5	1	2	1		
5824			70	Frutescent	2						
5826				unknown				2			
5830			60	Frutescent		5	1	2	1		
5840		15	54	Frutescent	2	4	1	2	1		
5852		20		unknown		4	1	2	1	1	
5853			15	Suffrutescent	1			1			
5856			15	Suffrutescent	1			1			
5861	3	23	9	Suffrutescent	2	4	1	1.5	1	1	
5863			13	Frutescent	1	5	1	1.5	1	1	
5865				unknown		5	1	2	1	1	
5883	2	6	9	Suffrutescent	6	4	1	1	1		
5884		6		unknown		4	1	1	1		
5885		6		unknown		4	1	1	1		
5887		6		unknown		4	1	1	1		
5897	6		10	Suffrutescent	6	4	1	2	1	2	4
5898				unknown		4	1	2	1	2	
5900				unknown		4	1	2	1	2	
5901				unknown		4	1	2	1	2	
5907			17	Suffrutescent	6	5	1	1.5	1		
5917				unknown		5	1	2	1		
5924	4	55	5.5	Suffrutescent	7	5	1	2	1	2	4
5925				unknown		4	1	2	1	2	
5928				unknown		4	1	2	1	2	
5929				unknown		4	1	2	1	2	
5930				unknown		4	1	2	1	2	
5931			15	Suffrutescent	7	4	1	2	1	2	
5937	6	38	10	Suffrutescent	6	5	2	2	2	2	4
5938		40	8.5	Suffrutescent	6	5	1	2	1	2	
5940		42	10	Suffrutescent	6	4	1	1	1	2	
5941		25	6.25	Suffrutescent	6	5	1	2	1	2	
5960			9	Herbaceous	1	4	1	1.5	1		
5979		2	9	Herbaceous	6	4	1	1	1		
5986				unknown		3	1	4	2	1	
5987		6	175	Herbaceous	7	3	2	4	2	1	
5990		6		unknown		3	2	4	2	1	
5992				unknown		3	2	4	1	1	
5997	2	3	25	Herbaceous	7	4	1	4	2	2	
5999	1	9	30.25	Herbaceous	1	4	1	3	2	1	
6020				Herbaceous		4	1	2	1	2	
6027				Herbaceous		4	2	4	1	1	
6031				Herbaceous		4	2	3	1	1	
6032			50	Herbaceous	6	4	1	2	1	2	
6041	1		70	Herbaceous	6	3	2	4	1	1	
6043				Herbaceous		4	1	4	1	1	
6045				Herbaceous		4	1	2	1	1	
6047				Herbaceous		4	1	2	1	2	
6050				Herbaceous	6			3			
6051				Herbaceous		3	2	4	1	1	
6053				Herbaceous		4	2	4	1	1	
6055				Herbaceous		4	1	3	1	1	
6058				unknown		3	2	2	1		
6062				Herbaceous		4	1	3	1		
6064				Herbaceous		4	1	3	1		
6070			120	Suffrutescent	6	4	2	2	1		
6072		15	325	Frutescent	6	3	1	3	1		
6073		57.5	256.5	Frutescent	6	3	2	3	1	1	3
6075		150	1550	Frutescent	4	2	2	3	1		
6077		200	300	Frutescent	6	3	2	3	1	1	3
6078		150	1000	Frutescent	4	2	1	3	1		
6093			3	Herbaceous	6			1			
6096			12	Suffrutescent	1	5	1	1	1		
6097				unknown		5	1	1	1		
6100		16	30	Herbaceous	2	3	1	1.5	1	2	
6101			6	Herbaceous	1	5	1	2	1	1	
6104	2	7	11	Herbaceous	1	4	1	2	1	1	2
6105		7		unknown		4	1	2	1		
6106		7		unknown		4	1	2	1		
6107	3	5	5	Herbaceous	1	5	1	2	1		2
6111			5	Suffrutescent	1	4	1	2	1		
6116			7.5	Herbaceous	1	5	1	2	1		
6118		8	15.5	Herbaceous		4	1	2	1		
6119		2	5	Herbaceous	1	5	1	1	1		
6122			3	Herbaceous	6			1			
6124		2	14	Herbaceous	1	3	1	4	1		
6126	3	5	3.5	Herbaceous	2	4	1	2	1		2
6130				unknown		4	1	2	1		
6131			13	Herbaceous	1	2	2	2	1		
6133			8	Herbaceous	1	4	1	1	1		
6134				Herbaceous		4	1	3	1		
6135				unknown		4	1	3	1		
6141			15	Herbaceous	1	4	1	1	1		
6142			14.25	Herbaceous	1	4	1	2	1		
6146			13	unknown	1			2			
6158			9	Herbaceous	1	4	1	3	1		
6162			17	Suffrutescent	1	4	1	2	1		
6168				unknown		4	1	2	1		
6169			29.75	Suffrutescent	1	4	1	2	1		
6170			12	Herbaceous	1	5	1	2.5	1		
6172				unknown		4	2	3	1	4	
6175				Herbaceous	1	4	1	2.5	1	1	
6176				Herbaceous		4	1	3	1	1	
6178			45	Herbaceous		4	1	2.5	1	1	
6184				Herbaceous		4	1	2	1		
6187			6	Herbaceous	1	4	1	1.5	1		
6190	3		0.75	Suffrutescent	4	5	1	1	1		4
6192				unknown		5	1	1	1		
6198			25.25	Suffrutescent	4	5	2	1.5	1		
6201		4	9	Suffrutescent	4	5	2	1	1		
6202			12	Suffrutescent		5	2	2	1		
6203		4		unknown		5	2	2	1		
6207			2.25	Suffrutescent	3	5	2	1.5	1		
6220			15	Herbaceous	1	3	1	2	1		
6223				unknown		4	1	4	1		
6227		5	200	Herbaceous	6	4	1	4	1		
6229				Herbaceous		4	1	4	1		
6231				Herbaceous		4	1	4	1		
6232		1		Herbaceous		4	1	4	1		
6235		1		Herbaceous		4	1	4	1		
6236				Herbaceous		4	1	4	1		
6237			15	Herbaceous	2	4	2	5	2		
6238				Herbaceous		3	1	4	1		
6247			4	Herbaceous	1	4	1	2	1		
6252			100	Herbaceous	3	3	2	3.5	1	1	
6253		11	65.5	Herbaceous	2	4	1	2	1		
6257				Herbaceous		4	1	2	1		
6259		2	110	Herbaceous	2	4	1	4	1	1	
6266			114	Herbaceous	2	4	1	4	1	1	
6267		1	67.5	Herbaceous	2	3	2	4	1	1	
6268		2		Herbaceous		4	1	4	1	1	
6273	2		47.5	Herbaceous	7	4	1	3	1	3	
6285	3	6	40	Herbaceous	3	3	1	3	1	2	4
6287				Herbaceous		4	1	3	1	3	
6288				Herbaceous		4	1	3	1	3	
6289				Herbaceous		4	1	3	1	3	
6292				Herbaceous		3	2	2	1	2	
6295			70	Herbaceous	2	4	1	2.5	1	1	
6297				Herbaceous		4	1	3	1	3	
6300				Herbaceous		4	1	2	1	3	
6308				Herbaceous		4	1	3	1	3	
6312			40	Herbaceous	7	4	1	2.5	1	3	
6313				Herbaceous		4	1	3	1	3	
6316		19	20	Suffrutescent	3	4	1	2	1		
6317				Herbaceous		4	1	2	1		
6320				Herbaceous		4	1	2	1		
6331			32.5	Herbaceous	3	4	1	2	1	2	
6333		3	43	Herbaceous	6	4	1	2	1	2	
6349		8	5.75	Herbaceous	5	4	1	2	1	3	
6352				Herbaceous		4	1	2	1	2	
6354				Herbaceous		4	1	2	1	2	
6366		4	15.5	Herbaceous	3	4	1	2	1	2	
6368				Herbaceous		4	1	2	1	2	
6369				Herbaceous		4	1	3	1		
6371			60	Herbaceous	3	4	1	3	1		
6375	2	2	45	Herbaceous	3	3	1	3	2	2	
6376				Herbaceous		3	1	4	1	2	
6378				unknown		4	2	2	1		
6380			5	Herbaceous		4	1	1	1		
6381			15	Herbaceous	2	4	1	1	1		
6382	1		6	Herbaceous	2	4	1	1	1	1	
6384		50		Frutescent		3	2	3	1		
6385		500		Frutescent		3	2	3	1		
6388				Frutescent		4	1	2	2		
6389		40	115	Frutescent	6	4	1	3	2		
6392			16.5	Herbaceous	1	4	1	3.5	1		
6394			5	Herbaceous	1	4	1	3.5	1		
6396			7	Herbaceous	1	4	1	4	1		
6406				unknown		4	1	4	1		
6412				unknown		3	2	1	1	1	
6413			24	Frutescent	6	4	1	1.5	1	1	1
6417		33	22.5	Frutescent	1	4	1	1	1		
6419		400	725	Frutescent	6	5	2	2	1		
6421		122	10	Frutescent	6	3	2	2	1		
6422		60		unknown		3	2	2	1		
6423		60	6	Frutescent	6	3	2	2	1		1
6427	2.5	48.5	50	Frutescent	6	3	2	1.5	1	1	1
6429		6		unknown		2	1	2	1		
6432			250	Frutescent	3	3	1	2	1		
6433		82		unknown		3	2	2	1		
6434		82	25	Frutescent	1	3	2	2	1	1	
6436			22.5	unknown							
6439			35	Frutescent		5	1	1	1		
6447				Frutescent		5	2	2	1		
6448			120	Frutescent	5	3	2	1	1		
6451		11		unknown		4	1	1	1	1	
6452			55	Frutescent	5	3	2	1	1		
6456	0	110	12.5	Frutescent	1	5	1	1	1	2	
6457			10	Herbaceous	3	1	1	1.5	1		
6459			15	Herbaceous	3	1	1	2	1		
6461				unknown		1	1	2	1		
6462				unknown		1	1	2	1		
6463			3.25	Suffrutescent	2	2	1	2	1		
6470			7.25	Herbaceous	3	3	1	1.5	1		
6472			4	Herbaceous	5	2	1	2	1	1	
6473			10	Herbaceous	5	3	1	2	1	1	
6475		3	21	Herbaceous	4	2	1	2	1	1	
6477		3		Herbaceous		2	1	2	1	1	
6483		202	29	Frutescent	2	3	1	2	1		1
6484		132	45	Frutescent	2	3	1	2	1		
6489			30	Frutescent	6	4	1	1	1	2	
6490		76	9.825	Frutescent	7	2	1	2	1	2	3
6491			39	Suffrutescent	4	4	1	1	1	2	
6492			19	unknown		3	1	2	1	2	
6493			11	Frutescent	6	3	1	1.5	1	2	3
6495	5	109	6.5	Suffrutescent	7	3	1	2	1	2	3
6509	2	6	45	Herbaceous	3	2	2	3	1		
6511				Herbaceous		3	2	3	1		
6514			35	Herbaceous	7	4	1	2	1	1	
6517			0.5	Herbaceous	7	5	1	3	1		
6518				Herbaceous		5	1	3	1		
6522			70	Suffrutescent	2	4	2	1.5	1		
6529	2	9	14.05	Herbaceous	7	3	2	2	1	2	
6533	7		32.5	Herbaceous	3	2	1	3	1		
6538				unknown		4	1	3	1		
6540		2	55	Herbaceous		4	1	3	1	1	
6546	1		12	Herbaceous	7	4	1	4	2	2	
6547			21	Herbaceous	1	4	1	3.5	1		
6548			24.45	Suffrutescent	3	5	1	1.5	1	1	
6550				Herbaceous		5	1	2	1	1	
6558			25	Herbaceous	3	4	2	2.5	1	1	
6559	1	2	20	Herbaceous	7	4	1	3.5	1	2	
6563				Herbaceous		5	1	3	1		
6564				unknown		3	1	3	1	1	
6565			50	Herbaceous	3	3	2	3	1	1	
6570	1.5		65	Herbaceous	3	3	2	3	1		
6573		1	0.5	Herbaceous	7	5	1	3	1		
6578				unknown		4	2	2	1		
6579	2		30	Suffrutescent	3	5	2	1.5	1		
6580				Herbaceous		4	1	3	1		
6581			98	Herbaceous	7	3	2	3	1	2	
6586	1		15	Herbaceous	7	3	2	4	1		
6595		1	39	Herbaceous	3	3	2	3	1		
6603		1	0.5	Herbaceous	7	5	1	3	1		
6607				Herbaceous		2	1	3	1		
6610	1		21.5	Herbaceous	3	4	2	4	1		
6613		10		unknown		4	1	2	1	1	
6614			5	Suffrutescent	3	4	1	1.5	1	1	
6615	1	10	40	Suffrutescent	3	4	1	1.5	1	1	
6617				Herbaceous		5	1	3	1		
6620			28.5	Herbaceous	3	4	1	2.5	1		
6622			20	Frutescent	1	5	1	2	1		
6623			50	Herbaceous	3	3	2	3	1	2	
6624			7	Herbaceous	3	4	1	1.5	1		
6625			15	Herbaceous	3	4	1	3	1		
6631				Herbaceous		4	1	2	1		
6632				Herbaceous		5	1	2	1		
6634				unknown		4	2	2	1		
6637			50	Herbaceous	7	3	2	4	1		
6641				Herbaceous		4	1	4	1	1	
6644		4	27.5	Herbaceous	7	4	1	4	1		
6653	1	5	27	Herbaceous	3	1	2	3	1		4
6656		3		unknown		5	1	4	1		
6659				unknown		4	1	2	1		
6671		15	200	Frutescent	2	3	1	4	1		
6681	6	10	7.5	Suffrutescent	6	4	1	1.5	1		4
6684	1.5	9	13	Herbaceous	7	4	1	2	1	3	4
6686	1		17.5	Herbaceous	7	5	1	2	1	3	4
6687				Herbaceous		5	1	2	1	3	
6690			25	Herbaceous		4	1	2	1	3	4
6693				Herbaceous		4	1	2	1	3	
6697			25	Herbaceous	7	3	2	3	1	3	4
6698			25	Herbaceous	6	4	1	1.5	1	3	
6704			20	Herbaceous	7	4	1	2	1	3	4
6706		9		Herbaceous		4	1	2	1	3	4
6710			12	Herbaceous	6	5	1	2	1	3	
6717				unknown		4	1	3	1		
6720			12	Suffrutescent	2	5	1	1.5	1		
6724			71.5	Herbaceous	4	4	1	2.5	1	1	
6725		10.5	10	Herbaceous	2	4	1	2	1	3	4
6727			13.5	Herbaceous	1	4	1	2	1	1	
6728				Herbaceous		4	1	2	1	1	
6729				Herbaceous		4	1	2	1	1	
6730			18.25	Herbaceous	1	4	1	1.5	1	2	
6735			30.25	Herbaceous	7	3	2	3.5	1		
6736			18.05	Herbaceous	5	4	1	2	1	3	4
6737		22	2	Herbaceous	1	4	1	2	1		
6740		25		Herbaceous		3	2	2	1		
6744		6	21	Herbaceous	2	4	1	2.5	1	2	
6747		7	20	Herbaceous	7	3	2	2.5	1	1	
6749			20	Herbaceous	2	5	1	3	1		
6751			15	Herbaceous	1	4	1	2	1	3	
6752				Herbaceous		4	1	2	1	3	
6755			6	Herbaceous	1	4	1	1.5	1	2	
6757		22	20	Herbaceous	1	3	2	2	1	2	
6759		12	9	Herbaceous	1	3	2	2	1	2	
6765	3		5.5	Herbaceous	2	4	1	1.5	1	2	4
6770		10	40	Herbaceous	2	4	1	2	1	2	
6777	6	24	6.7	Suffrutescent	1	4	1	1.5	1	1	4
6788		2	10	Herbaceous	1	5	1	2.5	1		
6792				Herbaceous		3	2	2	1	1	
6793			30	Suffrutescent	2	3	2	1.5	1	1	
6794			11	Suffrutescent	1	3	2	1.5	1	1	
