code_cbna	libelle
12644	Orobanche rubens Wallr.
12652	Orobanche variegata Wallr.
12654	Parentucellia latifolia (L.) Caruel
12655	Parentucellia viscosa (L.) Caruel
12657	Paulownia tomentosa (Thunb.) Steudel
12659	Pedicularis ascendens Schleicher ex Gaudin
12662	Pedicularis cenisia Gaudin
12663	Pedicularis comosa L. subsp. comosa
12667	Pedicularis foliosa L.
12668	Pedicularis gyroflexa Vill. in Chaix
12670	Pedicularis kerneri Dalla Torre
12672	Pedicularis oederi Vahl
12675	Pedicularis recutita L.
12678	Pedicularis rosea Wulfen subsp. allionii (Reichenb. fil.) Arcangeli [1882]
12682	Pedicularis rostratospicata Crantz subsp. helvetica (Steininger) O. Schwarz
12684	Pedicularis sylvatica L.
12685	Pedicularis tuberosa L.
12686	Pedicularis verticillata L.
12696	Rhinanthus alectorolophus (Scop.) Pollich
12705	Rhinanthus angustifolius C.C. Gmelin
12713	Rhinanthus burnatii (Chab.) Soó
12719	Rhinanthus glacialis Personnat
12734	Rhinanthus minor L.
12740	Rhinanthus ovifugus Chab.
12742	Rhinanthus pseudoantiquus H. Kunz
12753	Scrophularia auriculata L.
12755	Scrophularia canina L.
12757	Scrophularia canina L. subsp. canina
12760	Scrophularia canina L. subsp. juratensis (Schleich. ex Wydl.) Bonnier & L
12766	Scrophularia lucida L.
12770	Scrophularia nodosa L.
12772	Scrophularia peregrina L.
12776	Scrophularia scopolii Hoppe
12782	Scrophularia umbrosa Dumort.
12784	Scrophularia vernalis L.
12788	Verbascum blattaria L.
12791	Verbascum boerhavii L.
12792	Verbascum chaixii Vill.
12798	Verbascum densiflorum Bertol.
12803	Verbascum nigrum L.
12805	Verbascum phlomoides L.
12809	Verbascum pulverulentum Vill.
12812	Verbascum sinuatum L.
12816	Verbascum thapsus L. subsp. montanum (Schrader) Bonnier & Layens
12818	Verbascum virgatum Stokes
12821	Veronica agrestis L.
12825	Veronica allionii Vill.
12826	Veronica alpina L.
12827	Veronica anagallis-aquatica L. anagallis
12832	Veronica aphylla L.
12834	Veronica austriaca L.
12838	Veronica austriaca L. subsp. teucrium (L.) D.A. Webb
12846	Veronica cymbalaria Bodard
12849	Veronica dillenii Crantz
12852	Veronica fruticans Jacq.
12853	Veronica fruticulosa L.
12856	Veronica hederifolia L.
12857	Veronica hederifolia L. subsp. hederifolia
12860	Veronica hederifolia L. subsp. triloba (Opiz) Celak.
12868	Veronica montana L.
12874	Veronica peregrina L.
12875	Veronica persica Poiret
12876	Veronica polita Fries
12878	Veronica praecox All.
12880	Veronica prostrata L. subsp. prostrata
12881	Veronica prostrata L. subsp. scheereri J.P. Brandt
12889	Veronica serpyllifolia L. subsp. humifusa (Dickson) Syme
12891	Veronica serpyllifolia L. subsp. serpyllifolia
12892	Veronica spicata L.
12900	Veronica triphyllos L.
12901	Veronica urticifolia Jacq.
12902	Veronica verna L.
12907	Ailanthus altissima (Miller) Swingle
12911	Atropa belladonna L.
12913	Capsicum annuum L.
12919	Datura stramonium L.
12922	Hyoscyamus albus L.
12923	Hyoscyamus niger L.
12925	Lycium barbarum L.
12926	Lycium chinense Miller
12928	Lycium europaeum L.
12932	Lycopersicon esculentum Miller, nom. cons.
12936	Nicotiana rustica L.
12937	Nicotiana tabacum L.
12942	Physalis alkekengi L.
12945	Salpichroa origanifolia (Lam.) Baillon
12947	Solanum americanum Miller
12951	Solanum chenopodioides Lam.
12953	Solanum dulcamara L.
12963	Solanum melongena L.
12965	Solanum nigrum L.
12975	Solanum physalifolium Rusby var. nitidibaccatum (Bitter) Edmonds
12978	Solanum rostratum Dunal
12985	Solanum tuberosum L.
12986	Solanum villosum Miller
12987	Solanum villosum Miller subsp. miniatum (Willd.) Edmonds
12992	Staphylea pinnata L.
13003	Myricaria germanica (L.) Desv.
13018	Camellia japonica L.
13027	Daphne alpina L.
13029	Daphne cneorum L
13036	Daphne laureola L.
13043	Daphne striata Tratt.
13060	Thymelaea dioica (Gouan) All.
13064	Thymelaea passerina (L.) Cosson & Germ.
13066	Thymelaea sanamunda All.
13077	Tilia cordata Miller
13081	Tilia platyphyllos Scop.
13086	Tilia tomentosa Moench
13092	Trapa natans L.
13094	Tropaeolum majus L.
13096	Celtis australis L.
13101	Ulmus laevis Pallas
13102	Ulmus minor Miller
13112	Parietaria judaica L.
13114	Parietaria officinalis L.
13117	Soleirolia soleirolii (Req.) Dandy
13122	Urtica dioica L. subsp. galeopsifolia (Opiz) Chrtek
13126	Urtica pilulifera L.
13129	Centranthus angustifolius (Miller) DC.
13131	Centranthus calcitrapa (L.) Dufresne
13132	Centranthus lecoqii Jordan
13134	Centranthus ruber (L.) DC.
13144	Valeriana celtica L.
13153	Valeriana montana L.
13163	Valeriana officinalis L. subsp. repens (Host) O. Bolos & Vigo
13164	Valeriana officinalis L. subsp. sambucifolia (Mikan fil.) Celak.
13165	Valeriana officinalis L. subsp. tenuifolia (Vahl) Sch³bl. & Martens
13168	Valeriana pratensis Dierbach [1825]
13171	Valeriana pyrenaica L.
13173	Valeriana rotundifolia Vill.
13176	Valeriana saliunca All.
13179	Valeriana tripteris L.
13181	Valeriana tuberosa L.
13182	Valeriana versifolia Br³gger
13186	Valerianella coronata (L.) DC.
13189	Valerianella dentata (L.) Pollich
13190	Valerianella discoidea (L.) Loisel.
13191	Valerianella echinata (L.) DC.
13192	Valerianella eriocarpa Desv.
13195	Valerianella locusta (L.) Laterrade
13215	Verbena bonariensis L.
13218	Verbena officinalis L.
13225	Viola alba Besser
13237	Viola argenteria Moraldo & Forneris
13241	Viola biflora L.
13243	Viola calcarata L.
13249	Viola canina L.
13258	Viola canina L. subsp. ruppii (All.) Sch³bl. & Martens
13262	Viola cenisia L.
13266	Viola collina Besser
13281	Viola jordanii Hanry
13283	Viola kitaibeliana Schultes
13287	Viola lutea Hudson
13291	Viola mirabilis L.
13297	Viola nummulariifolia Vill.
13298	Viola odorata L.
13309	Viola persicifolia Schreber
13310	Viola pinnata L.
13313	Viola pyrenaica Ramond ex DC.
13314	Viola reichenbachiana Jordan ex Boreau
13315	Viola riviniana Reichenb.
13333	Viola suavis M. Bieb.
13335	Viola thomasiana Song. & Perr.
13348	Viola valderia All.
13353	Arceuthobium oxycedri (DC.) M. Bieb.
13354	Viscum album L.
13355	Viscum album L. subsp. album
13356	Viscum album L. subsp. austriacum (Wiesb.) Vollmann
13363	Parthenocissus inserta (A. Kerner) Fritsch
13366	Parthenocissus tricuspidata (Siebold & Zucc.) Planchon
13372	Vitis labrusca L.
13377	Vitis vinifera L.
13378	Vitis vinifera L. subsp. sylvestris (C.C. Gmelin) Beger in Hegi
13383	Tribulus terrestris L.
13443	Acorus calamus L.
13445	Agave americana L.
13448	Yucca filamentosa L.
13453	Alisma gramineum Lej.
13455	Alisma lanceolatum With.
13458	Alisma plantago-aquatica L., 1753
13466	Caldesia parnassifolia (L.) Parl.
13467	Damasonium alisma Miller
13472	Luronium natans (L.) Rafin.
13475	Sagittaria latifolia Willd.
13477	Sagittaria sagittifolia L.
13480	Allium acutiflorum Loisel.
13481	Allium ampeloprasum L.
13484	Allium angulosum L.
13489	Allium carinatum L.
13490	Allium carinatum L. sensu 2 subsp. pulchellum Bonnier & Layens
13491	Allium cepa L.
13499	Allium fistulosum L.
13507	Allium lineare L.
13508	Allium lusitanicum Lam.
13513	Allium moschatum L.
13515	Allium narcissiflorum Vill.
13516	Allium neapolitanum Cyr.
13519	Allium oleraceum L.
13532	Allium polyanthum Schultes & Schultes fil.
13533	Allium porrum L.
13535	Allium roseum L.
13542	Allium sativum L.
13545	Allium scaberrimum Serres
13546	Allium schoenoprasum L.
13548	Allium scorodoprasum L. subsp. rotundum (L.) Stearn
13549	Allium scorodoprasum L. subsp. scorodoprasum
13557	Allium trifoliatum Cyr.
13561	Allium victorialis L.
13562	Allium vineale L.
13587	Leucojum aestivum L.
13590	Leucojum fabrei QuÚzel & B. Girerd
13593	Leucojum nicaeense Ardoino
13597	Narcissus assoanus Dufour in Schultes & Schultes fil.
13611	Narcissus jonquilla L.
13627	Narcissus minor L.
13634	Narcissus poeticus L.
13652	Narcissus tazetta L.
13675	Sternbergia lutea (L.) Ker-Gawler ex Sprengel
13677	Anthericum liliago L.
13681	Anthericum ramosum L.
13685	Aphyllanthes monspeliensis L.
13694	Arum italicum Miller
13697	Arum maculatum L.
13702	Calla palustris L.
13704	Dracunculus vulgaris Schott
13719	Trachycarpus fortunei (Hooker) H. A. Wendl.
13723	Asparagus acutifolius L.
13729	Asparagus officinalis L. subsp. officinalis
13734	Asparagus tenuifolius Lam.
13744	Asphodelus macrocarpus Parl. var.arrondeaui (Lloyd) DiazLifanfe º ValdÞs
13763	Paradisea liliastrum (L.) Bertol.
13772	Butomus umbellatus L.
13776	Bulbocodium vernum L.
13777	Colchicum alpinum DC.
13783	Colchicum autumnale L.
13799	Commelina communis L.
13801	Tradescantia virginiana L.
13804	Convallaria majalis L.
13809	Maianthemum bifolium (L.) F.W. Schmidt
13811	Polygonatum multiflorum (L.) All.
13812	Polygonatum odoratum (Miller) Druce
13814	Polygonatum verticillatum (L.) All.
13816	Streptopus amplexifolius (L.) DC.
13829	Bolboschoenus maritimus (L.) Palla
13839	Carex alba Scop.
13843	Carex appropinquata Schumacher
13849	Carex atrata L.
13850	Carex atrata L. subsp. aterrima (Hoppe) Celak.
13851	Carex atrata L. subsp. atrata
13853	Carex atrofusca Schkuhr
13857	Carex bicolor All.
13859	Carex bohemica Schreber
13860	Carex brachystachys Schrank
13865	Carex brunnescens (Pers.) Poiret
13871	Carex capillaris L.
13881	Carex cuprina (Sandor ex Heuffel) Nendtwich ex A. K
13884	Carex curta Good
13887	Carex curvula All.
13888	Carex curvula All. subsp. curvula
13889	Carex curvula All. subsp. rosae Gilomen
13895	Carex depauperata Curtis ex With.
13900	Carex digitata L.
13910	Carex divisa Hudson subsp. divisa
13913	Carex divulsa Stokes subsp. divulsa
13919	Carex elongata L.
13920	Carex ericetorum Pollich
13924	Carex ferruginea Scop.
13931	Carex fimbriata Schkuhr
13932	Carex firma Host
13934	Carex flacca Schreber subsp. claviformis (Hoppe) Schinz & Thell. [1909]
13935	Carex flacca Schreber subsp. erythrostachys (Hoppe) Holub
13945	Carex foetida All.
13946	Carex frigida All.
13960	Carex halleriana Asso
13965	Carex heleonastes L. fil.
13969	Carex hispida Willd.
13982	Carex lachenalii Schkuhr
13990	Carex limosa L.
13998	Carex magellanica Lam. subsp. irrigua (Wahlenb.) Hiitonen
14006	Carex microglochin Wahlenb.
14011	Carex mucronata All.
14031	Carex norvegica Retz.
14039	Carex ornithopoda Willd.
14043	Carex ornithopoda Willd. subsp. ornithopodioides (Hausm.) Nyman
14051	Carex pairae F.W. Schultz
14060	Carex parviflora Host
14061	Carex pauciflora Lighft.
14062	Carex pendula Hudson
14063	Carex pilosa Scop.
14074	Carex pseudocyperus L.
14091	Carex rupestris All.
14098	Carex sempervirens Vill. subsp. sempervirens
14106	Carex spicata Hudson
14114	Carex sylvatica Hudson
14115	Carex tenax Reuter, non Dewey (s.r.)
14123	Carex umbrosa Host subsp. umbrosa
14125	Carex vaginata Tausch
14127	Carex viridula Michaux
14128	Carex viridula Michaux subsp. brachyrrhyncha (Celak.) B. Schmid
14131	Carex viridula Michaux subsp. oedocarpa (Anderss.) B. Schmid
14140	Carex vulpinoidea Michaux
14144	Cladium mariscus (L.) Pohl
14150	Cyperus difformis L.
14152	Cyperus eragrostis Lam.
14153	Cyperus esculentus L.
14156	Cyperus fuscus L.
14158	Cyperus glomeratus L.
14165	Cyperus longus L. subsp. longus
14179	Eleocharis acicularis (L.) Roemer & Schultes
14186	Eleocharis ovata (Roth) Roemer & Schultes
14203	Eriophorum gracile Koch ex Roth
14205	Eriophorum polystachion L. [1753]
14209	Eriophorum scheuchzeri Hoppe
14217	Isolepis cernua (Vahl) Roemer & Schultes
14220	Isolepis setacea (L.) R. Br.
14228	Kobresia myosuroides (Vill.) Fiori
14230	Kobresia simpliciuscula (Wahlenb.) Mackenzie
14232	Pycreus flavescens (L.) Reichenb.
14237	Schoenoplectus lacustris (L.) Palla
14239	Schoenoplectus mucronatus (L.) Palla
14241	Schoenoplectus supinus (L.) Palla
14242	Schoenoplectus tabernaemontani (C.C. Gmelin) Palla
14243	Schoenoplectus triqueter (L.) Palla
14251	Scirpoides holoschoenus (L.) Soják subsp. australis (Murray) Soják
14252	Scirpoides holoschoenus (L.) Soják subsp. holoschoenus
14259	Scirpus atrovirens Willd.
14314	Trichophorum alpinum (L.) Pers.
14317	Trichophorum cespitosum (L.) Hartman subsp. germanicum (Palla) Hegi
14319	Trichophorum pumilum (Vahl) Schinz & Thell.
14325	Tamus communis L.
14329	Hemerocallis fulva (L.) L.
14335	Bellevalia romana (L.) Reichenb.
14340	Dipcadi serotinum (L.) Medik.
14349	Hyacinthoides hispanica (Miller) Rothm.
14350	Hyacinthoides italica (L.) Rothm.
14351	Hyacinthoides non-scripta (L.) Chouard ex Rothm.
14360	Hyacinthus orientalis L.
14371	Muscari comosum (L.) Miller
14375	Muscari neglectum Guss. ex Ten.
14378	Ornithogalum angustifolium Boreau
14390	Ornithogalum narbonense L.
14391	Ornithogalum nutans L.
14395	Ornithogalum pyrenaicum L.
14404	Scilla autumnalis L.
14406	Scilla bifolia L.
14411	Scilla hyacinthoides L.
14420	Scilla siberica Haw. in Andrews
14433	Elodea callitrichoides (L.C.M. Richard) Caspary
14434	Elodea canadensis Michaux
14437	Elodea nuttalii (Planchon) St. John
14438	Hydrocharis morsus-ranae L.
14439	Lagarosiphon major (Ridley) Moss
14443	Najas gracillima (A. Braun ex Engelm.) Magnus
14447	Najas marina L.
14452	Najas minor All.
14454	Stratiotes aloides L.
14455	Vallisneria spiralis L.
14464	Crocus ligusticus M.G. Mariotti
14472	Crocus vernus (L.) Hill subsp. albiflorus (Kit.) Cesati
14474	Crocus versicolor Ker-Gawler
14485	Gladiolus imbricatus L.
14486	Gladiolus italicus Miller
14487	Gladiolus palustris Gaudin
14492	Hermodactylus tuberosus (L.) Miller
14499	Iris foetidissima L.
14500	Iris germanica L.
14504	Iris graminea L.
14507	Iris lutescens Lam.
14512	Iris perrieri Simonnet ex P. Fourn.
14515	Iris sibirica L.
14532	Romulea bulbocodium (L.) Sebastiani & Mauri
14575	Juncus arcticus Willd.
14591	Juncus bulbosus L.
14596	Juncus capitatus Weigel
14617	Juncus jacquinii L.
14635	Juncus pygmaeus L.C.M. Richard
14640	Juncus sphaerocarpus Nees
14643	Juncus striatus Schousboe ex E.H.F. Meyer
14653	Juncus tenageia Ehrh in L. fil.
14660	Juncus trifidus L.
14661	Juncus trifidus L. subsp. hostii Nyman
14664	Juncus triglumis L.
14667	Luzula alpina Hoppe in Sturm
14668	Luzula alpinopilosa (Chaix) Breistr.
14676	Luzula desvauxii Kunth
14678	Luzula forsteri (Sm.) DC.
14681	Luzula glabrata (Hoppe) Desv.
14687	Luzula lutea (All.) DC.
14690	Luzula luzulina (Vill.) Dalla Torre & Sarnth.
14691	Luzula luzuloides (Lam.) Dandy & Wilmott
14703	Luzula nivea (L.) DC.
14706	Luzula nutans (Vill.) Duval-Jouve
14711	Luzula pilosa (L.) Willd.
14713	Luzula sieberi Tausch
14715	Luzula spicata (L.) DC.
14721	Luzula sudetica (Willd.) DC. in Lam. & DC. [1815]
14734	Triglochin palustre L.
14736	Lemna aequinoctialis Welw.
14738	Lemna gibba L.
14739	Lemna minor L.
14741	Lemna minuta H.B.K.
14744	Lemna trisulca L.
14745	Lemna turionifera Landolt
14747	Spirodela polyrhiza (L.) Schleiden
14748	Wolffia arrhiza (L.) Horkel ex Wimmer
14751	Erythronium dens-canis L.
14754	Fritillaria involucrata All.
14762	Fritillaria orientalis Adams
14769	Gagea bohemica (Zauschner) Schultes & Schultes fil. subsp. gallica (Rouy) I.B.K. Richardson
14782	Gagea fragifera (Vill.) E. Bayer & G. López
14785	Gagea lutea (L.) Ker-Gawler
14787	Gagea minima (L.) Ker-Gawler
14789	Gagea pratensis (Pers.) Dumort.
14797	Gagea villosa (M. Bieb.) Sweet
14801	Lilium bulbiferum L. var. croceum (Chaix) Pers.
14802	Lilium candidum L.
14805	Lilium martagon L.
14806	Lilium pomponium L.
14810	Lloydia serotina (L.) Reichenb.
14822	Tulipa australis Link
14830	Tulipa gesneriana L.
14842	Tulipa raddii Reboul
14844	Tulipa sylvestris L.
14860	Veratrum lobelianum Bernh. in Schrader
14863	Aceras anthropophorum (L.) Aiton fil.
14868	Cephalanthera damasonium (Miller) Druce
14871	Cephalanthera longifolia (L.) Fritsch
14873	Cephalanthera rubra (L.) L.C.M. Richard
14875	Chamorchis alpina (L.) L.C.M. Richard
14878	Corallorrhiza corallorhiza (L.) Karsten
14882	Dactylorhiza angustata (Arvet-Touvet) Tyteca & Gathoye
14885	Dactylorhiza cruenta (O.F. M³ller) Soó
14891	Dactylorhiza alpestris (Pugsl.) Averyanov
14906	Dactylorhiza latifolia (L.) Soó
14915	Dactylorhiza majalis (Reichenb.) P.F. Hunt & Summerhay
14920	Dactylorhiza ochroleuca (W³stn. ex Boll.) Holub
14931	Dactylorhiza sudetica (Reichenb. fil.) Averyanov
14935	Epipactis atrorubens (Hoffm.) Besser
14937	Epipactis distans Arvet-Touvet
14945	Epipactis leptochila (Godfery) Godfery
14947	Epipactis microphylla (Ehrh.) Swartz
14948	Epipactis muelleri Godfery
14953	Epipactis placentina L. Bongiorni & P. Gr³nanger [1993
14954	Epipactis purpurata Sm.
14955	Epipactis rhodanensis A. GÚvaudan & K. Robatsch [1994]
14957	Epipactis tremolsii Pau
14960	Epipogium aphyllum Swartz
14963	Goodyera repens (L.) R. Br.
14977	Limodorum abortivum (L.) Swartz
14981	Listera cordata (L.) R. Br.
14988	Neotinea maculata (Desf.) Stearn
15027	Ophrys aurelia Delforge & Devillers-Terschuren
15039	Ophrys drumana Delforge
15043	Ophrys fuciflora (F.W. Schmidt) Moench
15045	Ophrys fuciflora (F.W. Schmidt) Moench subsp. fuciflora
15048	Ophrys fusca Link
15063	Ophrys lutea Cav.
15078	Ophrys provincialis (Baumann & K³nkele) H. Paulus
15096	Ophrys splendida G÷lz & Reinhard
15173	Orchis pallens L.
15184	Orchis provincialis Balbis ex DC.
15195	Orchis simia Lam.
15214	Pseudorchis albida (L.) 'A. & D. L÷ve
15228	Serapias lingua L.
15239	Serapias vomeracea (Burm.) Briq.
15246	Traunsteinera globosa (L.) Reichenb.
15250	Achnatherum calamagrostis (L.) P. Beauv.
15252	Aegilops cylindrica Host
15258	Aegilops neglecta Req. ex Bertol.
15259	Aegilops ovata L.
15263	Aegilops triuncialis L.
15264	Aegilops ventricosa Tausch
15275	Agropyron cristatum (L.) Gaertn. subsp. pectinatum (M. Bieb.) Tzvelev
15299	Agrostis agrostiflora (G. Beck) Rauschert
15307	Agrostis alpina Scop.
15312	Agrostis canina L.
15316	Agrostis capillaris L.
15318	Agrostis capillaris L. subsp. castellana (Boiss. & Reuter) O.Bol?s & al.
15332	Agrostis gigantea Roth
15356	Agrostis schleicheri Jordan & Verlot
15394	Aira caryophyllea L.
15396	Aira caryophyllea L. subsp. caryophyllea
15398	Aira caryophyllea L. subsp. multiculmis (Dumort.) Bonnier & Layens
15402	Aira cupaniana Guss.
15406	Aira elegantissima Schur
15415	Aira praecox L.
15425	Alopecurus aequalis Sobol.
15427	Alopecurus alpinus Vill.
15429	Alopecurus bulbosus Gouan
15436	Alopecurus myosuroides Hudson.
15438	Alopecurus rendlei Eig
15450	Andropogon distachyos L.
15463	Anthoxanthum aristatum Boiss.
15466	Anthoxanthum odoratum L. subsp. nipponicum (Honda) Tzvelev
15477	Apera interrupta (L.) P. Beauv.
15478	Apera spica-venti (L.) P. Beauv.
15481	Arrhenatherum elatius (L.) P. Beauv. ex J. & C. Presl subsp. bulbosum (Willd.) Sch³bler & Martens
15492	Arundo donax L.
15509	Avena barbata Link
15523	Avena fatua L.
15560	Avena sativa L.
15582	Avenula bromoides (Gouan) H. Scholz
15600	Avenula pubescens (Hudson) Dumort.
15607	Avenula versicolor (Vill.) Laínz subsp. praetutiana (Parl. ex Arcangeli) Holub
15608	Avenula versicolor (Vill.) Laínz subsp. versicolor
15611	Bellardiochloa variegata (Lam.) KerguÚlen
15613	Bothriochloa ischaemum (L.) Keng
15616	Brachypodium distachyon (L.) P. Beauv.
15617	Brachypodium phoenicoides (L.) Roemer & Schultes
15618	Brachypodium pinnatum (L.) P. Beauv.
15623	Brachypodium retusum (Pers.) P. Beauv.
15624	Brachypodium rupestre (Host) Roemer & Schultes
15629	Briza maxima L.
15633	Briza minor L.
15639	Bromus arvensis L.
15643	Bromus benekenii (Lange) Trimen
15645	Bromus carinatus Hooker & Arnott
15647	Bromus catharticus Vahl
15648	Bromus commutatus Schrader
15649	Bromus diandrus Roth
15650	Bromus diandrus Roth subsp. diandrus
15651	Bromus diandrus Roth subsp. maximus (Desf.) Soó
15656	Bromus erectus Hudson subsp. longiflorus (Willd.) Arcangeli
15664	Bromus hordeaceus L. subsp. divaricatus (Bonnier & Layens) KerguÚlen
15667	Bromus hordeaceus L. subsp. lepidus (Holmberg) Pedersen
15670	Bromus hordeaceus L. subsp. thominei (Hard.) Br.-Bl.
15677	Bromus japonicus Thunb. subsp. japonicus
15678	Bromus lanceolatus Roth
15683	Bromus madritensis L.
15705	Bromus rubens L.
15709	Bromus secalinus L.
15712	Bromus squarrosus L.
15713	Bromus sterilis L.
15714	Bromus tectorum L.
15723	Calamagrostis arundinacea (L.) Roth
15724	Calamagrostis canescens (Weber) Roth
15735	Calamagrostis pseudophragmites (Haller fil.) Koeler
15746	Calamagrostis varia (Schrader) Host subsp. varia
15748	Calamagrostis villosa (Chaix) J.F. Gmelin
15750	Catabrosa aquatica (L.) P. Beauv.
15753	Catapodium rigidum (L.) C.E. Hubbard
15781	Corynephorus divaricatus (Pourret) Breistr.
15789	Cynodon dactylon (L.) Pers.
15797	Cynosurus echinatus L.
15815	Dactylis glomerata L. subsp. glomerata
15817	Dactylis glomerata L. subsp. hispanica (Roth) Nyman
15832	Danthonia decumbens (L.) DC.
15837	Dasypyrum villosum (L.) P. Candargy
15841	Deschampsia cespitosa (L.) P. Beauv. subsp. convoluta (Rouy) P. Fourn.
15858	Deschampsia media (Gouan) Roemer & Schultes
15873	Digitaria ischaemum (Schreber) Muhlenb.
15876	Digitaria sanguinalis (L.) Scop.
15881	Echinaria capitata (L.) Desf.
15882	Echinochloa colona (L.) Link
15883	Echinochloa crus-galli (L.) P. Beauv.
15889	Echinochloa esculenta (A. Braun) Scholz
15892	Echinochloa muricata (P. Beauv.) Fernald subsp. microstachya (Wiegand) Jauzein
15901	Eleusine indica (L.) Gaertner
15903	Eleusine indica (L.) Gaertner subsp. indica
15934	Elytrigia intermedia (Host) Nevski
15948	Eragrostis barrelieri Daveau
15950	Eragrostis curvula (Schrader) Nees
15953	Eragrostis frankii C.A. Meyer ex Steudel
15958	Eragrostis mexicana (Hornem.) Link subsp. virescens (C. Presl) Koch & Sánchez Vega
15963	Eragrostis pectinacea (Michaux) Nees
15965	Eragrostis pilosa (L.)P. Beauv. subsp. abyssinica (Jacq.) Ascherson & Graebner
15966	Eragrostis pilosa (L.)P. Beauv. subsp. damiensiana (Bonnet) Thell.
15977	Festuca acuminata Gaudin
15978	Festuca airoides Lam.
15980	Festuca alpina Suter
15985	Festuca altissima All.
16000	Festuca arvernensis Auquier,KerguÚlen & Markgr.-Dann subsp. costei (St.-Yves) Auquier & KerguÚlen
16007	Festuca breistrofferi Chas, KerguÚlen & Plonka
16010	Festuca burgundiana Auquier & KerguÚlen
16019	Festuca cinerea Vill.
16020	Festuca circummediterranea Patzke
16031	Festuca dimorpha Guss.
16060	Festuca filiformis Pourret
16070	Festuca gigantea (L.) Vill.
16077	Festuca halleri All.
16078	Festuca halleri All. subsp. halleri
16087	Festuca heterophylla Lam.
16098	Festuca intercedens (Hackel) L³di ex Becherer
16101	Festuca laevigata Gaudin
16102	Festuca laevigata Gaudin subsp. crassifolia (Gaudin) KerguÚlen & Plonka
16116	Festuca longifolia Thuill. subsp. pseudocostei Auquier & KerguÚlen
16120	Festuca marginata (Hackel) K. Richter subsp. marginata
16141	Festuca occitanica (Litard.) Auquier & KerguÚlen
16187	Festuca pallens Host
16193	Festuca paniculata (L.) Schinz & Thell. subsp. paniculata
16202	Festuca pratensis Hudson subsp. apennina (De Not.) Hegi
16208	Festuca pulchella Schrader
16209	Festuca pulchella Schrader subsp. jurana (Gren.) Markgr.-Dann.
16216	Festuca quadriflora Honckeny
16218	Festuca rivularis Boiss.
16224	Festuca rubra L. subsp. fallax (Thuill.) Nyman
16249	Festuca rupicaprina (Hackel) K. Richter
16264	Festuca stenantha (Hackel) K. Richter
16265	Festuca stricta Host
16266	Festuca stricta Host subsp. sulcata (Hackel) Patzke
16273	Festuca trichophylla (Gaudin) K. Richter
16276	Festuca uechtritziana Wiesb.
16277	Festuca valesiaca Gaudin
16289	Festuca violacea Gaudin
16295	Festuca yvesii Sennen & Pau
16303	Gaudinia fragilis (L.) P. Beauv.
16327	Glyceria notata Chevall.
16334	Glyceria striata (Lam.) A.S. Hitchc.
16341	Hainardia cylindrica (Willd.) W. Greuter
16351	Helictotrichon parlatorei (Woods) Pilger
16358	Helictotrichon sedenense (DC.) Holub subsp. sedenense
16359	Helictotrichon sempervirens (Vill.) Pilger
16360	Helictotrichon setaceum (Vill.) Henrard
16372	Hordelymus europaeus (L.) C.O. Harz
16378	Hordeum distichon L.
16385	Hordeum jubatum L.
16398	Hordeum murinum L. subsp. leporinum (Link) Arcangeli
16399	Hordeum murinum L. subsp. murinum
16404	Hordeum vulgare L.
16407	Hyparrhenia hirta (L.) Stapf
16420	Koeleria cenisia Reuter ex Reverchon
16427	Koeleria glauca (Schrader) DC.
16439	Koeleria vallesiana (Honckeny) Gaudin
16447	Lagurus ovatus L.
16449	Leersia oryzoides (L.) Swartz
16469	Lolium rigidum Gaudin
16484	Melica amethystina Pourret
16489	Melica ciliata L. subsp. magnolii (Godron & Grenier) K. Richter
16495	Melica minuta L.
16496	Melica nutans L.
16503	Melica transsilvanica Schur
16504	Melica uniflora Retz.
16505	Mibora minima (L.) Desv.
16507	Micropyrum tenellum (L.) Link
16509	Milium effusum L.
16512	Milium vernale M. Bieb.
16522	Molinia caerulea (L.) Moench
16524	Molinia caerulea (L.) Moench subsp. arundinacea (Schrank) K. Richter
16544	Oplismenus undulatifolius (Ard.) Roemer & Schultes
16546	Oreochloa disticha (Wulfen) Link
16553	Oreochloa seslerioides (All.) K. Richter
16554	Oryza sativa L.
16564	Panicum capillare L.
16572	Panicum dichotomiflorum Michaux
16586	Panicum miliaceum L.
16601	Panicum schinzii Hackel in Schinz [1888]
16613	Paspalum dilatatum Poir.
16614	Paspalum distichum L.
16621	Pennisetum villosum R. Br. ex Fresen.
16629	Phalaris canariensis L.
16642	Phleum alpinum L.
16643	Phleum alpinum L. subsp. alpinum
16645	Phleum alpinum L. subsp. rhaeticum Humphries
16648	Phleum arenarium L.
16656	Phleum hirsutum Honckeny
16660	Phleum paniculatum Hudson
16669	Phleum pratense L. subsp. pratense
16670	Phleum pratense L. subsp. serotinum (Jordan) Berher
16688	Piptatherum coerulescens (Desf.) P. Beauv.
16689	Piptatherum miliaceum (L.) Cosson
16693	Piptatherum paradoxum (L.) P. Beauv.
16694	Piptatherum virescens (Trin.) Boiss.
16709	Poa badensis Haenke ex Willd.
16712	Poa badensis Haenke ex Willd. subsp. xerophila (Br.-Bl.) KerguÚlen
16716	Poa bulbosa L.
16723	Poa cenisia All.
16740	Poa flaccidula Boiss. & Reuter
16747	Poa hybrida Gaudin
16748	Poa infirma H.B.K.
16750	Poa laxa Haenke
16756	Poa minor Gaudin
