code_cbna	libelle
5029	Cerastium pedunculatum Gaudin
5031	Cerastium pumilum Curtis
5041	Cerastium semidecandrum L.
5056	Cerastium tomentosum L.
5059	Cerastium uniflorum Clairv.
5070	Cucubalus baccifer L.
5083	Dianthus balbisii Ser. in DC.
5084	Dianthus barbatus L.
5091	Dianthus carthusianorum L. subsp. atrorubens (All.) Hegi
5095	Dianthus caryophyllus L.
5114	Dianthus furcatus Balbis
5124	Dianthus gratianopolitanus Vill.
5130	Dianthus hyssopifolius L.
5139	Dianthus pavonius Tausch
5140	Dianthus plumarius L.
5156	Dianthus seguieri Vill. subsp. seguieri
5171	Dianthus sylvestris Wulfen subsp. longicaulis (Ten.) Greuter & Burdet
5174	Dianthus sylvestris Wulfen subsp. sylvestris
5181	Gypsophila elegans M. Bieb.
5182	Gypsophila muralis L.
5184	Gypsophila paniculata L.
5185	Gypsophila repens L.
5190	Holosteum umbellatum L. subsp. hirsutum (Mutel) Breistr.
5191	Holosteum umbellatum L. subsp. umbellatum
5223	Minuartia capillacea (All.) Graebner
5232	Minuartia hybrida (Vill.) Schischkin
5233	Minuartia hybrida (Vill.) Schischkin subsp. hybrida
5234	Minuartia hybrida (Vill.) Schischkin subsp. mediterranea (Link) O. Bolòs & Vigo
5235	Minuartia hybrida (Vill.) Schischkin subsp. tenuifolia (L.) KerguÚlen
5242	Minuartia laricifolia (L.) Schinz & Thell. subsp. laricifolia
5253	Minuartia recurva (All.) Schinz & Thell. subsp. recurva
5254	Minuartia rostrata (Pers.) Reichenb.
5256	Minuartia rubra (Scop.) McNeill
5261	Minuartia rupestris (Scop.) Schinz & Thell. subsp. clementei (Huter) Greuter & Burdet
5262	Minuartia rupestris (Scop.) Schinz & Thell. subsp. rupestris
5268	Minuartia verna (L.) Hiern
5269	Minuartia villarii (Balbis) Wicz. & Chenevard
5272	Moehringia ciliata (Scop.) Dalla Torre
5278	Moehringia intermedia Loisel. ex Panizzi
5279	Moehringia lebrunii Merxm.
5280	Moehringia muscosa L.
5283	Moehringia pentandra Gay
5287	Moehringia sedoides (Pers.) Loisel.
5288	Moehringia trinervia (L.) Clairv.
5290	Moenchia erecta (L.) G. Gaertner, B. Meyer & Scherb.
5299	Petrorhagia prolifera (L.) P.W. Ball & Heywood
5302	Petrorhagia saxifraga (L.) Link subsp. saxifraga
5315	Polycarpon tetraphyllum (L.) L. subsp. tetraphyllum
5317	Sagina apetala Ard.
5327	Sagina glabra (Willd.) Fenzl
5345	Sagina saginoides (L.) Karsten subsp. saginoides
5347	Sagina subulata (Swartz) C. Presl
5353	Saponaria lutea L.
5354	Saponaria ocymoides L.
5357	Saponaria officinalis L.
5361	Silene acaulis (L.) Jacq.
5362	Silene acaulis (L.) Jacq. subsp. acaulis
5363	Silene acaulis (L.) Jacq. subsp. bryoides (Jordan) Nyman
5373	Silene armeria L.
5379	Silene campanula Pers.
5385	Silene colpophylla Wrigley
5392	Silene cordifolia All.
5393	Silene coronaria (L.) Clairv.
5396	Silene cretica L.
5405	Silene flos-cuculi (L.) Greuter & Burdet
5406	Silene flos-jovis (L.) Greuter & Burdet
5408	Silene gallica L.
5423	Silene italica (L.) Pers.
5428	Silene latifolia Poiret
5443	Silene nemoralis Waldst. & Kit.
5445	Silene noctiflora L.
5446	Silene nocturna L.
5464	Silene otites (L.) Wibel
5466	Silene paradoxa L.
5468	Silene pendula L.
5473	Silene pusilla Waldst. & Kit.
5479	Silene rupestris L.
5482	Silene saxifraga L.
5490	Silene suecica (Lodd.) Greuter & Burdet
5499	Silene vallesia L. subsp. graminea (Reichenb.) Nyman [1878]
5500	Silene vallesia L. subsp. vallesia
5503	Silene viscaria (L.) Jessen
5504	Silene vulgaris (Moench) Garcke
5507	Silene vulgaris (Moench) Garcke subsp. glareosa (Jordan) Marsden-Jones & Turrill
5512	Silene vulgaris (Moench) Garcke subsp. prostrata (Gaudin) Chater & Walters
5517	Spergula arvensis L.
5526	Spergula pentandra L.
5549	Spergularia media (L.) C. Presl
5562	Spergularia segetalis (L.) G. Don fil.
5572	Stellaria holostea L.
5579	Stellaria neglecta Weihe
5582	Stellaria nemorum L. subsp. montana (Pierrat) Berher
5583	Stellaria nemorum L. subsp. nemorum
5584	Stellaria pallida (Dumort.) PirÚ
5593	Vaccaria hispanica (Miller) Rauschert
5598	Velezia rigida L.
5605	Evonymus europaeus L.
5608	Evonymus latifolius (L.) Miller
5611	Ceratophyllum demersum L.
5615	Ceratophyllum submersum L. subsp. submersum
5631	Atriplex hortensis L.
5637	Atriplex micrantha Ledeb.
5640	Atriplex patula L.
5645	Atriplex prostrata DC.
5650	Atriplex rosea L.
5651	Atriplex sagittata Borckh.
5653	Atriplex tatarica L.
5658	Bassia laniflora (S.G. Gmel.) A.J. Scott.
5659	Bassia prostrata (L.) G. Beck
5660	Bassia scoparia (L.) Voss
5667	Beta vulgaris L.
5672	Blitum capitatum (L.) Ascherson
5674	Blitum virgatum L.
5678	Chenopodium album L. subsp. album
5683	Chenopodium ambrosioides L.
5689	Chenopodium botrys L.
5692	Chenopodium chenopodioides (L.) Aellen
5693	Chenopodium ficifolium Sm.
5696	Chenopodium glaucum L.
5698	Chenopodium hybridum L.
5704	Chenopodium murale L.
5707	Chenopodium polyspermum L.
5708	Chenopodium pumilio R. Br.
5710	Chenopodium rubrum L.
5716	Chenopodium strictum Roth
5719	Chenopodium suecicum J. Murr
5721	Chenopodium urbicum L.
5723	Chenopodium vulvaria L.
5725	Corispermum leptopterum (Ascherson) Iljin
5742	Polycnemum majus A. Braun
5792	Spinacia oleracea L.
5804	Cistus albidus L.
5830	Cistus monspeliensis L.
5840	Cistus salviifolius L.
5853	Fumana ericoides (Cav.) Gandoger subsp. montana (Pomel) G³emes & Muñoz-Garmendia
5861	Fumana procumbens (Dunal) Gren. & Godron
5863	Fumana thymifolia (L.) Spach ex Webb
5883	Helianthemum apenninum (L.) Miller
5907	Helianthemum hirtum (L.) Miller
5917	Helianthemum lunulatum (All.) DC.
5937	Helianthemum oelandicum (L.) DC.
5940	Helianthemum oelandicum (L.) DC. subsp. incanum (Willk.) López-González
5941	Helianthemum oelandicum (L.) DC. subsp. italicum (L.) Cesati
5960	Helianthemum salicifolium (L.) Miller
5979	Xolantha guttata (L.) Rafin.
5986	Calystegia pulchra Brummitt & Heywood
5992	Calystegia silvatica (Kit.) Griseb.
5999	Convolvulus cantabricus L.
6020	Cuscuta approximata Bab.
6032	Cuscuta epithymum (L.) L.
6041	Cuscuta europaea L.
6043	Cuscuta gronovii Schultes
6045	Cuscuta monogyna Vahl
6047	Cuscuta planiflora Ten.
6050	Cuscuta scandens Brot.
6051	Cuscuta scandens Brot. subsp. cesatiana (Bertol.) Soó
6055	Cuscuta suaveolens Ser.
6058	Dichondra micrantha Urb.
6062	Ipomoea lacunosa L.
6064	Ipomoea purpurea (L.) Roth
6070	Coriaria myrtifolia L.
6072	Cornus mas L.
6075	Carpinus betulus L.
6078	Ostrya carpinifolia Scop.
6096	Jovibarba allionii (Jordan & Fourr.) D.A. Webb
6097	Jovibarba globifera (L.) J. Parnell
6100	Rhodiola rosea L.
6107	Sedum alpestre Vill.
6111	Sedum anacampseros L.
6116	Sedum annuum L.
6124	Sedum cepaea L.
6126	Sedum dasyphyllum L.
6130	Sedum forsterianum Sm.
6131	Sedum fragrans 't Hart
6133	Sedum hirsutum All.
6134	Sedum hispanicum L.
6135	Sedum hybridum L.
6141	Sedum monregalense Balbis
6142	Sedum montanum Perrier & Song.
6146	Sedum ochroleucum Chaix
6158	Sedum rubens L.
6162	Sedum rupestre L.
6169	Sedum sediforme (Jacq.) Pau
6170	Sedum sexangulare L.
6172	Sedum spurium M. Bieb.
6175	Sedum telephium L.
6178	Sedum telephium L. subsp. maximum (L.) Rouy & Camus [1901]
6187	Sedum villosum L. subsp. villosum
6190	Sempervivum arachnoideum L.
6192	Sempervivum arachnoideum L. subsp. tomentosum (C.B. Lehm. & Schnittspahn) Schi
6198	Sempervivum calcareum Jordan
6201	Sempervivum montanum L.
6207	Sempervivum tectorum L.
6220	Umbilicus rupestris (Salisb.) Dandy
6227	Bryonia dioica Jacq.
6229	Citrullus lanatus (Thunb.) Matsumara & Nakai
6231	Cucumis melo L.
6232	Cucumis sativus L.
6235	Cucurbita maxima Duchesne ex Lam.
6236	Cucurbita pepo L.
6237	Ecballium elaterium (L.) A. Richard
6238	Echinocystis lobata (Michaux) Torrey & A. Gray
6247	Cytinus hypocistis (L.) L.
6252	Cephalaria alpina (L.) Roemer & Schultes
6253	Cephalaria leucantha (L.) Roemer & Schultes
6257	Cephalaria transsylvanica (L.) Roemer & Schultes
6259	Dipsacus fullonum L.
6266	Dipsacus laciniatus L.
6267	Dipsacus pilosus L.
6268	Dipsacus sativus (L.) Honckeny
6285	Knautia dipsacifolia Kreutzer
6295	Knautia integrifolia (L.) Bertol.
6312	Knautia timeroyi Jordan subsp. collina (Sch³bl. & Martens) Breistr.
6313	Knautia timeroyi Jordan subsp. timeroyi
6317	Lomelosia simplex (Desf.) Rafin.
6320	Lomelosia stellata (L.) Rafin.
6331	Scabiosa canescens Waldst. & Kit.
6366	Scabiosa triandra L.
6371	Sixalix atropurpurea (L.) Greuter & Burdet subsp. maritima (L.) Greuter & Burdet
6378	Aldrovanda vesiculosa L.
6380	Drosera intermedia Hayne
6381	Drosera longifolia L.
6382	Drosera rotundifolia L.
6384	Diospyros kaki L. fil.
6385	Diospyros lotus L.
6389	HippophaÙ rhamnoides L. subsp. fluviatilis van Soest
6392	Elatine alsinastrum L.
6394	Elatine hexandra (Lapierre) DC.
6396	Elatine hydropiper L.
6413	Empetrum nigrum L. subsp. hermaphroditum (Hagerup) B÷cher
6417	Andromeda polifolia L.
6419	Arbutus unedo L.
6421	Arctostaphylos alpinus (L.) Sprengel
6422	Arctostaphylos uva-ursi (L.) Sprengel
6432	Erica arborea L.
6439	Erica cinerea L.
6447	Erica multiflora L.
6448	Erica scoparia L.
6451	Erica tetralix L.
6452	Erica vagans L.
6456	Loiseleuria procumbens (L.) Desv.
6457	Moneses uniflora (L.) A. Gray
6459	Monotropa hypopitys L.
6463	Orthilia secunda (L.) House
6470	Pyrola chlorantha Swartz
6472	Pyrola media Swartz
6473	Pyrola minor L.
6477	Pyrola rotundifolia L. subsp. rotundifolia
6483	Rhododendron ferrugineum L.
6484	Rhododendron hirsutum L.
6489	Vaccinium microcarpum (Turcz. ex Rupr.) Schmalh.
6491	Vaccinium oxycoccos L.
6492	Vaccinium uliginosum L.
6493	Vaccinium uliginosum L. subsp. microphyllum (Lange) Tolm.
6509	Euphorbia amygdaloides L.
6514	Euphorbia brittingeri Opiz ex Samp.
6518	Euphorbia chamaesyce L. subsp. chamaesyce
6522	Euphorbia characias L.
6529	Euphorbia cyparissias L.
6547	Euphorbia falcata L.
6548	Euphorbia flavicoma DC. 2, 3, 4, 5
6558	Euphorbia graminifolia Vill.
6559	Euphorbia helioscopia L.
6563	Euphorbia humifusa Willd.
6565	Euphorbia hyberna L. subsp. canutii (Parl.) Tutin
6570	Euphorbia lathyris L.
6573	Euphorbia maculata L.
6578	Euphorbia myrsinites L., sensu 2, 3
6579	Euphorbia nicaeensis All.
6580	Euphorbia nutans Lag.
6581	Euphorbia palustris L.
6586	Euphorbia peplus L.
6595	Euphorbia platyphyllos L.
6603	Euphorbia prostrata Aiton
6607	Euphorbia purpurata Thuill. (b.)
6610	Euphorbia segetalis L.
6613	Euphorbia seguieriana Necker
6614	Euphorbia seguieriana Necker subsp. loiseleurii (Rouy) P. Fourn.
6615	Euphorbia seguieriana Necker subsp. seguieriana
6617	Euphorbia serpens Kunth
6623	Euphorbia stricta L.
6624	Euphorbia sulcata De Lens ex Loisel.
6625	Euphorbia taurinensis All.
6631	Euphorbia variabilis Cesati
6632	Euphorbia variabilis Cesati subsp. valliniana (Belli) Jauzein
6634	Euphorbia veneta Willd.
6637	Euphorbia villosa Kit. ex Willd.
6641	Euphorbia x-pseudovirgata (Schur) Soó
6644	Mercurialis annua L.
6653	Mercurialis perennis L.
6656	Ricinus communis L.
6671	Amorpha fruticosa L.
6681	Anthyllis montana L.
6686	Anthyllis vulneraria L. subsp. alpestris (Kit.) Ascherson & Graebner
6690	Anthyllis vulneraria L. subsp. carpatica (Pant.) Nyman
6693	Anthyllis vulneraria L. subsp. forondae (Sennen) Cullen
6697	Anthyllis vulneraria L. subsp. polyphylla (DC.) Nyman
6698	Anthyllis vulneraria L. subsp. praepropera (A. Kerner) Bornm.
6710	Anthyllis vulneraria L. subsp. vulnerarioides (All.) Arcangeli
6717	Apios americana Medik.
6720	Argyrolobium zanonii (Turra) P.W. Ball
6724	Astragalus alopecurus Pallas
6725	Astragalus alpinus L.
6727	Astragalus australis (L.) Lam.
6730	Astragalus austriacus Jacq.
6735	Astragalus cicer L.
6740	Astragalus exscapus L.
6749	Astragalus hamosus L.
6751	Astragalus hypoglottis L.
6752	Astragalus hypoglottis L. subsp. gremlii (Burnat) Greuter & Burdet
6755	Astragalus incanus L.
6757	Astragalus leontinus Wulfen
6759	Astragalus monspessulanus L.
6765	Astragalus onobrychis L.
6770	Astragalus penduliflorus Lam.
6777	Astragalus sempervirens Lam.
6788	Astragalus stella Gouan
6793	Astragalus vesicarius L. subsp. pastellianus (Pollini) Arcangeli
6794	Astragalus vesicarius L. subsp. vesicarius
6798	Bituminaria bituminosa (L.) E.H. Stirton
6801	Calicotome spinosa (L.) Link
6805	Caragana arborescens Lam.
6820	Colutea arborescens L.
6823	Coronilla coronata L.
6826	Coronilla juncea L.
6830	Coronilla minima L. subsp. minima
6833	Coronilla scorpioides (L.) Koch
6835	Coronilla vaginalis Lam.
6865	Cytisus hirsutus L. (b.)
6877	Cytisus polytrichus M. Bieb. (b.)
6881	Cytisus ratisbonnensis Schaeff
6883	Cytisus sauzeanus Burnat & Briq.
6895	Cytisus villosus Pourret
6901	Dorycnium herbaceum Vill. subsp. herbaceum
6903	Dorycnium hirsutum (L.) Ser.
6908	Dorycnium pentaphyllum Scop.
6912	Dorycnium rectum (L.) Ser.
6928	Galega officinalis L.
6929	Galega orientalis Lam.
6944	Genista delphinensis Verlot (b.)
6955	Genista hispanica L. subsp. hispanica
6973	Genista pulchella Vis.
6978	Genista radiata (L.) Scop.
6987	Genista scorpius (L.) DC.
6996	Genista villarsii G.C. Clementi (b.)
7001	Glycine max (L.) Merr.
7006	Hedysarum boutignyanum (Camus) Alleiz.
7010	Hedysarum brigantiacum BournÚrias, Chas & KerguÚlen
7014	Hedysarum coronarium L.
7017	Hedysarum hedysaroides (L.) Schinz & Thell.
7035	Hippocrepis emerus (L.) P. Lassen
7042	Laburnum alpinum (Miller) Berchtold & J. Presl
7043	Laburnum anagyroides Medik.
7046	Lathyrus angulatus L.
7047	Lathyrus annuus L.
7048	Lathyrus aphaca L.
7053	Lathyrus cicera L.
7061	Lathyrus filiformis (Lam.) Gay
7063	Lathyrus heterophyllus L.
7064	Lathyrus hirsutus L.
7065	Lathyrus inconspicuus L.
7074	Lathyrus latifolius L.
7077	Lathyrus linifolius (Reichard) Bõssler
7089	Lathyrus niger (L.) Bernh.
7092	Lathyrus nissolia L.
7096	Lathyrus occidentalis (Fisch. & C.A. Meyer) Fritsch
7100	Lathyrus odoratus L.
7103	Lathyrus pannonicus (Jacq.) Garcke subsp. asphodeloides (Gouan) Bõssler
7113	Lathyrus sativus L.
7115	Lathyrus setifolius L.
7116	Lathyrus sphaericus Retz.
7117	Lathyrus sylvestris L.
7125	Lathyrus tuberosus L.
7127	Lathyrus venetus (Miller) Wohlf.
7128	Lathyrus vernus (L.) Bernh.
7136	Lens nigricans (M. Bieb.) Godron
7139	Lotus alpinus (DC.) Schleicher ex Ramond
7140	Lotus angustissimus L.
7154	Lotus corniculatus L. subsp. valdepilosus (Schur) KerguÚlen
7167	Lotus delortii Timb.-Lagr. ex F.W. Schultz
7171	Lotus glaber Miller
7174	Lotus longisiliquosus R. de Roemer
7175	Lotus maritimus L.
7179	Lotus ornithopodioides L.
7212	Lupinus polyphyllus Lindley
7220	Medicago arabica (L.) Hudson
7227	Medicago coronata (L.) Bartal.
7251	Medicago intertexta (L.) Miller
7276	Medicago minima (L.) L.
7292	Medicago orbicularis (L.) Bartal.
7297	Medicago polymorpha L.
7316	Medicago rigidula (L.) All.
7319	Medicago sativa L.
7324	Medicago scutellata (L.) Miller
7347	Melilotus albus Medik.
7352	Melilotus indicus (L.) All.
7354	Melilotus italicus (L.) Lam.
7357	Melilotus neapolitanus Ten.
7358	Melilotus officinalis Lam.
7363	Melilotus sulcatus Desf.
7369	Onobrychis arenaria (Kit.) DC.
7378	Onobrychis montana DC.
7384	Onobrychis saxatilis (L.) Lam.
7386	Onobrychis supina (Chaix) DC.
7410	Ononis minutissima L.
7414	Ononis natrix L. subsp. natrix
7419	Ononis pusilla L.
7422	Ononis reclinata L.
7423	Ononis repens L.
7427	Ononis rotundifolia L.
7441	Ononis striata Gouan
7444	Ononis viscosa L. subsp. breviflora (DC.) Nyman
7449	Ornithopus perpusillus L.
7453	Ornithopus sativus Brot.
7478	Oxytropis amethystea Arvet-Touvet
7479	Oxytropis campestris (L.) DC.
7480	Oxytropis fetida (Vill.) DC.
7486	Oxytropis halleri Bunge ex Koch
7488	Oxytropis halleri Bunge ex Koch subsp. velutina (Schur) O. Schwarz
7489	Oxytropis helvetica Scheele
7490	Oxytropis jacquinii Bunge
7491	Oxytropis lapponica (Wahlenb.) Gay
7498	Oxytropis neglecta Ten.
7500	Oxytropis pilosa (L.) DC.
7511	Phaseolus coccineus L.
7513	Phaseolus vulgaris L.
7524	Pisum sativum L.
7526	Pisum sativum L. subsp. elatius (M. Bieb.) Ascherson & Graebner
7534	Robinia pseudoacacia L.
7551	Securigera varia (L.) P. Lassen
7554	Sophora japonica L.
7561	Spartium junceum L.
7580	Trifolium alpinum L.
7582	Trifolium angustifolium L.
7588	Trifolium arvense L. subsp. gracile (Thuill.) Nyman
7612	Trifolium filiforme L.
7620	Trifolium glomeratum L.
7622	Trifolium hirtum All.
7624	Trifolium hybridum L. subsp. elegans (Savi) Ascherson & Graebner
7625	Trifolium hybridum L. subsp. hybridum
7626	Trifolium incarnatum L.
7628	Trifolium incarnatum L. subsp. molinerii (Balbis ex Hornem) Cesati
7666	Trifolium nigrescens Viv.
7672	Trifolium pallescens Schreber
7677	Trifolium patens Schreber
7705	Trifolium resupinatum L. subsp. suaveolens (Willd.) Ponert
7712	Trifolium saxatile All.
7713	Trifolium scabrum L.
7725	Trifolium stellatum L.
7726	Trifolium striatum L.
7730	Trifolium strictum L.
7732	Trifolium subterraneum L.
7737	Trifolium sylvaticum Loisel.
7739	Trifolium thalii Vill.
7754	Trigonella esculenta Willd.
7757	Trigonella gladiata M. Bieb.
7759	Trigonella monspeliaca L.
7778	Ulex parviflorus Pourret
7786	Vicia articulata Hornem.
7791	Vicia bithynica (L.) L.
7801	Vicia cracca L. subsp. incana Rouy
7803	Vicia cusnae Foggi & Ricceri
7807	Vicia dumetorum L.
7809	Vicia ervilia (L.) Willd.
7815	Vicia grandiflora Scop.
7819	Vicia hybrida L.
7824	Vicia lathyroides L.
7828	Vicia lutea L.
7832	Vicia melanops Sibth. & Sm.
7836	Vicia narbonensis L.
7840	Vicia onobrychioides L.
7842	Vicia pannonica Crantz
7845	Vicia pannonica Crantz subsp. striata (M. Bieb.) Nyman
7846	Vicia parviflora Cav.
7847	Vicia peregrina L.
7848	Vicia pisiformis L.
7852	Vicia pyrenaica Pourret
7854	Vicia sativa L.
7857	Vicia sativa L. subsp. cordata (Wulfen ex Hoppe) Batt.
7859	Vicia sativa L. subsp. nigra (L.) Ehrh.
7861	Vicia sativa L. subsp. sativa
7862	Vicia sativa L. subsp. segetalis (Thuill.) Celak.
7868	Vicia serratifolia Jacq.
7871	Vicia sylvatica L.
7874	Vicia tenuifolia Roth subsp. dalmatica (A. Kerner) Ascherson & Graebner
7877	Vicia tetrasperma (L.) Schreber
7883	Vicia villosa Roth
7888	Vicia villosa Roth subsp. varia (Host) Corb.
7889	Vicia villosa Roth subsp. villosa
7890	Wisteria sinensis (Sims) Sweet
7892	Castanea sativa Miller
7898	Quercus cerris L.
7899	Quercus coccifera L.
7900	Quercus coccinea Munchh.
7902	Quercus crenata Lam.
7907	Quercus ilex L.
7914	Quercus palustris Munchh.
7916	Quercus petraea (Mattuschka) Liebl.
7920	Quercus pubescens Willd. [1805]
7923	Quercus robur L.
7927	Quercus rubra L.
7932	Quercus virgiliana (Ten.) Ten.
7947	Blackstonia perfoliata (L.) Hudson subsp. perfoliata
7950	Centaurium erythraea Rafn
7958	Centaurium favargeri Zeltner
7964	Centaurium pulchellum (Swartz) Druce
7971	Centaurium spicatum (L.) Fritsch
7974	Centaurium tenuiflorum (Hoffmanns. & Link) Fritsch subsp. acutiflorum (Schott) Zeltner
8013	Gentiana acaulis L.
8017	Gentiana alpina Vill.
8022	Gentiana angustifolia Vill.
8026	Gentiana bavarica L. subsp. bavarica
8028	Gentiana bavarica L. subsp. subacaulis (Schleich.) G. M³ller
8031	Gentiana brachyphylla Vill.
8035	Gentiana burseri Lapeyr. subsp. villarsii (Griseb.) Rouy
8043	Gentiana clusii Perr. & Song.
8058	Gentiana ligustica R. de Vilmorin & Chopinet
8061	Gentiana nivalis L.
8066	Gentiana orbicularis Schur
8067	Gentiana pannonica Scop.
8075	Gentiana punctata L.
8077	Gentiana purpurea L.
8080	Gentiana rostanii Verlot
8081	Gentiana schleicheri (Vacc.) H. Kunz
8087	Gentiana terglouensis Hacq.
8089	Gentiana utriculosa L.
8103	Gentianella ramosa (Hegetschw.) Holub
8104	Gentianella tenella (Rottb.) B÷rner
8117	Erodium botrys (Cav.) Bertol.
8122	Erodium ciconium (L.) L'HÚrit.
8124	Erodium cicutarium (L.) L'HÚrit. subsp. cicutarium
8129	Erodium cicutarium (L.) L'HÚrit. subsp. romanum (Burm. fil.) Bonnier & Layens
8145	Erodium malacoides (L.) L'HÚrit.
8159	Erodium rodiei (Br.-Bl.) Poirion
8166	Geranium argenteum L.
8174	Geranium columbinum L.
8177	Geranium endressii Gay
8185	Geranium lucidum L.
8186	Geranium macrorrhizum L.
8193	Geranium nodosum L.
8197	Geranium phaeum L.
8206	Geranium rivulare Vill.
8207	Geranium robertianum L.
8209	Geranium robertianum L. subsp. purpureum (Vill.) Nyman
8213	Geranium rotundifolium L.
8215	Geranium sibiricum L. ?
8235	Globularia alypum L.
8244	Globularia nudicaulis L.
8248	Globularia repens Lam.
8250	Globularia vulgaris L.
8256	Ribes alpinum L.
8258	Ribes nigrum L.
8259	Ribes petraeum Wulfen in Jacq.
8260	Ribes rubrum L.
8262	Ribes sanguineum Pursh
8263	Ribes uva-crispa L.
8276	Myriophyllum spicatum L.
8277	Myriophyllum verticillatum L.
8281	Aesculus hippocastanum L.
8283	Hippuris vulgaris L.
8285	Deutzia scabra Thunb.
8289	Philadelphus coronarius L.
8292	Phacelia tanacetifolia Bentham
8302	Hypericum androsaemum L.
8306	Hypericum calycinum L.
8310	Hypericum coris L.
8312	Hypericum desetangsii Lamotte
8319	Hypericum hircinum L.
8323	Hypericum hirsutum L.
8324	Hypericum humifusum L.
8327	Hypericum hyssopifolium Chaix
8335	Hypericum montanum L.
8336	Hypericum mutilum L.
8337	Hypericum nummularium L.
8342	Hypericum perforatum L. subsp. veronense (Schrank) Cesati
8345	Hypericum pulchrum L.
8351	Hypericum richeri Vill.
8359	Hypericum tomentosum L.
8366	Herniaria alpina Chaix
8374	Herniaria glabra L.
8377	Herniaria hirsuta L.
8379	Herniaria incana Lam.
8398	Illecebrum verticillatum L.
8403	Paronychia argentea Lam.
8410	Paronychia kapela (Hacq.) Kerner
8413	Paronychia kapela (Hacq.) Kerner subsp. serpyllifolia (Chaix) Graebner
8415	Paronychia polygonifolia (Vill.) DC.
8417	Scleranthus annuus L.
8427	Scleranthus perennis L. subsp. perennis
8429	Scleranthus polycarpos L.
8436	Juglans regia L.
8438	Pterocarya fraxinifolia Spach
8444	Acinos arvensis (Lam.) Dandy
8445	Acinos arvensis (Lam.) Dandy subsp. arvensis
8449	Ajuga chamaepitys (L.) Schreber
8450	Ajuga genevensis L.
8457	Ajuga pyramidalis L.
8461	Ballota frutescens (L.) J. Woods
8465	Ballota nigra L. subsp. meridionalis (BÚguinot) BÚguinot [1909]
8480	Calamintha ascendens Jordan
8484	Calamintha grandiflora (L.) Moench
8485	Calamintha menthifolia Host
8487	Calamintha nepeta (L.) Savi
8503	Dracocephalum austriacum L.
8504	Dracocephalum ruyschiana L.
8518	Galeopsis ladanum L.
8519	Galeopsis ladanum L. subsp. angustifolia (Hoffm.) Celak.
8541	Glechoma hirsuta Waldst. & Kit.
8543	Horminum pyrenaicum L.
8547	Hyssopus officinalis L.
8549	Hyssopus officinalis L. subsp. canescens (DC.) Nyman
8556	Lamium amplexicaule L.
8563	Lamium galeobdolon (L.) L. subsp. montanum (Pers.) Hayek
8570	Lamium garganicum L. subsp. longiflorum (Ten.) KerguÚlen
8573	Lamium hybridum Vill.
8579	Lavandula angustifolia Miller subsp. angustifolia
8583	Lavandula latifolia Medik.
8602	Marrubium peregrinum L.
8603	Marrubium vulgare L.
8610	Melissa officinalis L. subsp. officinalis
8611	Melittis melissophyllum L.
8631	Mentha requienii Bentham
8633	Mentha spicata L.
8640	Mentha suaveolens Ehrh. subsp. suaveolens
8674	Micromeria marginata (Sm.) Chater
8678	Nepeta cataria L.
8685	Nepeta nepetella L.
8686	Nepeta nuda L.
8688	Ocimum basilicum L.
8691	Origanum majorana L.
8699	Phlomis herba-venti L.
8700	Phlomis lychnitis L.
8709	Prunella hyssopifolia L.
8710	Prunella laciniata (L.) L.
8716	Rosmarinus officinalis L.
8717	Salvia aethiopis L.
8722	Salvia glutinosa L.
8736	Salvia officinalis L.
8745	Salvia sclarea L.
8747	Salvia sylvestris L.
8748	Salvia tomentosa Miller
8750	Salvia verbenaca L.
8769	Satureja hortensis L.
8773	Satureja montana L.
8779	Scutellaria alpina L.
8780	Scutellaria altissima L.
8784	Scutellaria hastifolia L.
8785	Scutellaria minor Hudson
8797	Sideritis hirsuta L.
8813	Sideritis romana L.
8815	Sideritis scordioides L.
8817	Stachys alopecuros (L.) Bentham
8819	Stachys alopecuros (L.) Bentham subsp. godronii (Rouy) Merxm.
8821	Stachys alpina L.
8822	Stachys annua (L.) L.
8824	Stachys arvensis (L.) L.
8826	Stachys byzantina C. Koch
8830	Stachys cretica L. subsp. salviifolia (Ten.) Rech. fil.
8832	Stachys germanica L.
8835	Stachys heraclea All.
8846	Stachys officinalis (L.) TrÚvisan
8848	Stachys pradica (Zanted.) Greuter & Pignatti
8850	Stachys recta L. subsp. labiosa (Bertol.) Briq.
8853	Stachys sylvatica L.
8856	Teucrium aureum Schreber
8859	Teucrium botrys L.
8867	Teucrium chamaedrys L. subsp. germanicum (F. Hermann) Rech. fil.
8875	Teucrium flavum L. subsp. flavum
8880	Teucrium lucidum L.
8891	Teucrium polium L. subsp. polium
8898	Teucrium pyrenaicum L.
8901	Teucrium scordium L.
8908	Thymus alpestris Tausch ex A. Kerner
8920	Thymus embergeri Roussine
8932	Thymus longicaulis C. Presl
8935	Thymus nervosus Willk.
8937	Thymus oenipontanus H. Braun
8943	Thymus praecox Opiz
8945	Thymus praecox Opiz subsp. britannicus (Ronniger) Holub
8953	Thymus pulegioides L. subsp. pannonicus (All.) KerguÚlen
8976	Thymus vulgaris L.
8983	Laurus nobilis L.
8987	Pinguicula arvetii Genty
8989	Pinguicula grandiflora Lam.
8991	Pinguicula grandiflora Lam. subsp. grandiflora
8992	Pinguicula grandiflora Lam. subsp. rosea (Mutel) Casper
8994	Pinguicula leptoceras Reichenb.
