CODE_CBNA	AGEFLOW_MAX	AGEFLOW_MIN	APOM	CATTLE	CHANGE_TENDENCY_INDK	CLONAab	CLONAbel	CLONRATE	CNRATIO	C_Plant	DEER	DIASPTYPE	DICH	DISP	DISP_INDK	DISP_VITTOZ	DNA	DOM_IN_SITU_INDK	ECOLOGICAL_GRP_INDK	ELLAER_INDK	ELLAER_INDK_VAR	ELLCONT	ELLCONT_INDK	ELLCONT_INDK_VAR	ELLHUMUS_INDK	ELLHUMUS_INDK_VAR	ELLLITE	ELLLITE_INDK	ELLLITE_INDK_VAR	ELLMOIST	ELLMOIST_INDK	ELLMOIST_INDK_VAR	ELLMOISTVAR_INDK	ELLNIT	ELLNIT_INDK	ELLNIT_INDK_VAR	ELLPH	ELLREAC_INDK	ELLREAC_INDK_VAR	ELLSALT	ELLSALT_INDK	ELLTEMP	ELLTEMP_INDK	ELLTEMP_INDK_VAR	ENDEM	FECUNDITY	FLONSET_BEG_INDK	FLONSET_END_INDK	FRUIT	GERMRATE	GERMREQ	GRAZ	GROWTHF	IMMIG_INVASIV_INDK	INFLO_DETAIL	INFLO_SIMPLE	L_ANAT	L_ANGLE	L_AREA	LATSPR	LCCp	LD13C	LD15N	LDMC	L_DRYM	Leaf_T_Strength	L_FORM	L_FRESHM	LHIST	LIFESPAN	LKC	L_LONG	LNC	LPC	LPERST_INDK	L_THICK	MAN_INFLUENCE_INDK	MAX_AGE	MEDIC_POISON_FX_INDK	MOW	MOW_TOLERANCE_INDK	MYCORR	NATURAL	NBCHROM	N_Plant	NUTR	Palatability	PL_H_flora_MIN	PLOIDY	PL_REPR_H	PL_VEG_H	PL_VEG_H_max	POLL_2ND_INDK	POLL_MAIN_INDK	REPROD_INDK	REPSTRAT	ROOT_DEPTH_INDK	ROOTMET	ROSET	SEEDH	SEEDL	SEED_LONGEVITY_INDK	SEEDM	SEEDPROD	SEEDW	SLA	STORAGE_ORGANS_INDK	STRAT_INDK	TAPROOT	VEG_DISP	WOODY
13899				no or little forage value	>							one-seeded generative dispersule	protogynous	Unassisted dispersal	meteorochory	2		in larger groups	wetland plants	1	small variation (I)	4	3	small variation (I)	3	small variation (I)	8	4	small variation (I)	7	4.5	small variation (I)	3	3.5	2	small variation (I)	5	2	large variation (II)	0			3.5	large variation (II)			May	June	Achene			sensitive to moderately tolerant		idiochorophytes or indigenes	raceme of spikes	spike	helomorphic_scleromorphic										grass-like		Helophyte_Hemicryptophyte	pluriennial		summer green			decidous		moderately close to nature (moderately urbanophobous)		edible	sensitive	2		Indigenous	5		Chlorophyllian		30		40	40	45		anemogamous	hermaphroditic and normal sexual				Hemirosette plant	0.76	2.08		0.44415		1.255	13.9	inconspicuous reserve organ	css		basal lateral shoots_below-ground runners	Herbaceous
13900					=							one-seeded generative dispersule	protandrous_protogynous	Unassisted dispersal	myrmecochory	3		in larger groups	forest plants	2	small variation (I)		3	small variation (I)	2	small variation (I)	5	2	large variation (II)	7	2.5	small variation (I)	1	3	2.5	small variation (I)	8	3	large variation (II)	0		4	3	large variation (II)			April	May	Achene					idiochorophytes or indigenes	raceme of spikes	spike	mesomorphic_scleromorphic		5.435					277.06	0.015652912825		grass-like		Hemicryptophyte	pluriennial		persistent green			wintergreen		moderately close to nature (moderately urbanophobous)		edible		2		Indigenous	5		Chlorophyllian		12		27.25	17	32.5		anemogamous	unisexual and monoecious	Polycarpic	2		Hemirosette plant_Rosette plant	1.2	3.325		1.09		1.275	30.38	inconspicuous reserve organ	crs		basal lateral shoots	Herbaceous
13902				little forage value	>	Rooting stems	Stem-derived rhizomes	1				one-seeded generative dispersule	protogynous	Unassisted dispersal	hydrochory_meteorochory	1		scattered	wetland plants	1	small variation (I)	3	3	small variation (I)	3	small variation (I)	9	4	small variation (I)	7.5	4.5	small variation (I)	2	2	2	small variation (I)	7	3	small variation (I)	0		6	3	large variation (II)			April	June	Achene			sensitive to moderately tolerant		idiochorophytes or indigenes	simple spike	spike	helomorphic_scleromorphic		0.37					365.06	0.00183		grass-like		Geophyte_Helophyte_Hemicryptophyte	pluriennial		persistent green			wintergreen		moderately close to nature (moderately urbanophobous)		edible	sensitive	2		Indigenous	5		Chlorophyllian		10		20	12	33.5		anemogamous	unisexual and dioecious	Polycarpic	2		Hemirosette plant_Rosette plant	0.675	2.365		0.70275		1.265	11.8	inconspicuous reserve organ	css	no	below-ground runners	Herbaceous
13903														Unassisted dispersal	meteorochory	1		scattered		3	large variation (II)		4	small variation (I)	1	small variation (I)	5	4	small variation (I)		1	small variation (I)	1		2.5	small variation (I)		3	small variation (I)				5	small variation (I)			April	June	Achene					archaeophytes	raceme of spikes	spike													Hemicryptophyte						partly wintergreen		moderately close to nature (moderately urbanophobous)		edible				Indigenous			Chlorophyllian		15			20	30		anemogamous	hermaphroditic and normal sexual												inconspicuous reserve organ	css		basal lateral shoots	Herbaceous
13904				little forage value	>							one-seeded generative dispersule	protogynous	Unassisted dispersal	meteorochory	2		scattered	wetland plants	1	small variation (I)		3	small variation (I)	2	small variation (I)	8	4	small variation (I)	9	4	large variation (II)	3	5	3	small variation (I)	8	4	small variation (I)		salt dependant	6	4	small variation (I)			May	June	Achene			sensitive to moderately tolerant		idiochorophytes or indigenes	raceme of spikes	spike	helomorphic_mesomorphic		2.915					300.67	0.01367		grass-like		Hemicryptophyte	pluriennial		persistent green			wintergreen		moderately close to nature (moderately urbanophobous)		edible	sensitive to moderately tolerant	2		Indigenous	5		Chlorophyllian		30			40	65		anemogamous	unisexual and monoecious	Polycarpic			Hemirosette plant	1.31	3.4		1.38		1.515	20.02	inconspicuous reserve organ	css		basal lateral shoots	Herbaceous
13906				little forage value	>							one-seeded generative dispersule	protogynous	Unassisted dispersal	meteorochory	2		scattered or in small groups	wetland plants	1	small variation (I)	3	3	small variation (I)	3	small variation (I)	7.5	4	small variation (I)	6	4.5	small variation (I)	3	5	3	small variation (I)	6	4	small variation (I)	1.5	salt tolerant	6	3.5	small variation (I)			May	June	Achene			sensitive to moderately tolerant		idiochorophytes or indigenes	raceme of spikes	spike	helomorphic		5.01					330.36	0.03465		grass-like		Geophyte_Helophyte_Hemicryptophyte	pluriennial		summer green			decidous		moderately close to nature (moderately urbanophobous)		edible	sensitive to moderately tolerant	2		Indigenous	5		Chlorophyllian		40		42.5	46.5	60		anemogamous	hermaphroditic and normal sexual		2.5		Erosulate plant	0.6	2.89		0.761		1.375	14.54	inconspicuous reserve organ	css		basal lateral shoots_below-ground runners	Herbaceous
13907															meteorochory	7		scattered		2	large variation (II)		2	small variation (I)	2	small variation (I)	7	4	small variation (I)		4	small variation (I)	2		3	small variation (I)		5	small variation (I)		salt tolerant		5	small variation (I)			April	June						idiochorophytes or indigenes															Geophyte						decidous		indifferent (urbanoneutral)		edible		1													anemogamous	hermaphroditic and normal sexual												inconspicuous reserve organ	css		below-ground runners	
13910					>							one-seeded generative dispersule		Unassisted dispersal	meteorochory			scattered		2	large variation (II)		2	small variation (I)	2	small variation (I)	7.5	4	small variation (I)	7	4	small variation (I)	2	6	3	small variation (I)	7	5	small variation (I)	3	salt tolerant		5	small variation (I)			April	June	Achene					idiochorophytes or indigenes	raceme of spikes	spike													Geophyte_Hemicryptophyte						decidous		indifferent (urbanoneutral)		edible		1		Indigenous			Chlorophyllian		10			25	50		anemogamous	hermaphroditic and normal sexual								1.25				inconspicuous reserve organ	css		below-ground runners	Herbaceous
13912																2											6								3																																																																												
13913					<	Rooting stems		6				one-seeded generative dispersule	protandrous	Unassisted dispersal	epichory_meteorochory			in larger groups	forest plants	2	large variation (II)	3	2	small variation (I)	2	small variation (I)	7	3	large variation (II)	6	2.5	small variation (I)	2	4	3	small variation (I)	5	3	large variation (II)	0			4.5	small variation (I)			May	August	Achene		Chilling_Dry storage			presumably indigenous in some areas of the study region and widely spread later but after 1500 AD	raceme of spikes	spike			14.04					105	0.04236		grass-like		Hemicryptophyte	pluriennial		persistent green			wintergreen		indifferent (urbanoneutral)		edible		2		Indigenous	5		Chlorophyllian		25		40	30	47.5		anemogamous	hermaphroditic and normal sexual	Polycarpic	4		Hemirosette plant_Rosette plant		3.5		1.847		1.875	33.1	inconspicuous reserve organ	ccs	no	basal lateral shoots	Herbaceous
13916	5	2		no or little forage value	>	Stolons						one-seeded generative dispersule	protogynous	Unassisted dispersal	endochory_epichory	6		in larger groups	wetland plants	1	small variation (I)	2	2	small variation (I)	3	small variation (I)	8	3	small variation (I)	9	4.5	small variation (I)	3	3.5	2	small variation (I)	3	2	small variation (I)	0			3	large variation (II)		750	May	July	Achene		Dry storage	intolerant to sensitive		idiochorophytes or indigenes	raceme of spikes	spike	helomorphic		2.18					365.5	0.0153740942045		grass-like		Hemicryptophyte	pluriennial		persistent green			decidous		moderately close to nature (moderately urbanophobous)		edible	sensitive	2		Indigenous	5		Chlorophyllian	3	15		25	22.5	25		anemogamous	hermaphroditic and normal sexual	Polycarpic	1.5		Hemirosette plant_Rosette plant	0.7	3.42		0.81		1.6	15	inconspicuous reserve organ	css		basal lateral shoots_tussocks, tufts	Herbaceous
13919					>							one-seeded generative dispersule	protogynous	Unassisted dispersal	meteorochory	2		in larger stands	forest plants	1	small variation (I)	7	4	small variation (I)	3	large variation (II)	5	3	large variation (II)	6	4.5	small variation (I)	2	4	3	small variation (I)	6	3	large variation (II)	0		5	3.5	small variation (I)			April	June	Achene					idiochorophytes or indigenes	raceme of spikes	spike	helomorphic		10.78					263.73	0.02938		grass-like		Hemicryptophyte	pluriennial		persistent green			wintergreen		moderately close to nature (moderately urbanophobous)		edible		1		Indigenous	5		Chlorophyllian				50	15	20		anemogamous	hermaphroditic and normal sexual		2		Rosette plant	0.57	2.505	3	0.604		1.04	40.35	inconspicuous reserve organ	css		tussocks, tufts	Herbaceous
13920					>							one-seeded generative dispersule	protogynous	Unassisted dispersal	myrmecochory	3		scattered or in small groups	mountain plants	2	small variation (I)	4	5	small variation (I)	2	small variation (I)	8	4	large variation (II)	4.5	2	small variation (I)	1	2.5	1	small variation (I)	7.5	3	large variation (II)	0		2	3	large variation (II)			March	August	Achene					idiochorophytes or indigenes	raceme of spikes	spike	mesomorphic_scleromorphic										grass-like		Hemicryptophyte	pluriennial		persistent green			partly wintergreen		moderately close to nature (moderately urbanophobous)		edible		1		Indigenous	5		Chlorophyllian		10		20	15	22		anemogamous	unisexual and monoecious	Polycarpic	1		Rosette plant	1.1	1.875		0.82		1.14		inconspicuous reserve organ	crs		basal lateral shoots_below-ground runners	Herbaceous
13924	5	1			=	Rooting stems		1				one-seeded generative dispersule		Unassisted dispersal	epichory	6		in larger stands	mountain plants	2	small variation (I)	3	2	small variation (I)	2	small variation (I)	7.5	4	small variation (I)	6	3.5	small variation (I)	1		3	small variation (I)	8	4	small variation (I)				2	large variation (II)			June	August	Achene					idiochorophytes or indigenes	raceme of spikes	spike	mesomorphic										grass-like		Hemicryptophyte	pluriennial		summer green			decidous		moderately close to nature (moderately urbanophobous)		edible		3		Indigenous	5		Chlorophyllian		25		45	35	50		anemogamous	unisexual and monoecious	Polycarpic	1		Hemirosette plant	1.09	3.39		0.7		1.395		inconspicuous reserve organ	ccs	no	basal lateral shoots_below-ground runners	Herbaceous
13931					=									Unassisted dispersal	epichory	1		scattered	mountain plants	3	small variation (I)		3	small variation (I)	1	small variation (I)	7	5	small variation (I)		3	small variation (I)	1		1	small variation (I)		3	large variation (II)				1	small variation (I)			July	August	Achene					idiochorophytes or indigenes	raceme of spikes	spike													Hemicryptophyte						partly wintergreen		close to nature (strictly urbanophobous)		edible				Indigenous			Chlorophyllian		15			20	25		anemogamous	unisexual and monoecious						3.3						inconspicuous reserve organ	css		basal lateral shoots_below-ground runners	Herbaceous
13932					=	Rooting stems		0.5						Unassisted dispersal	epichory_meteorochory	2		in larger stands	mountain plants	2	large variation (II)	2	5	small variation (I)	2	large variation (II)	8.5	5	small variation (I)	9	2	small variation (I)	1	2	1	small variation (I)	8	5	small variation (I)				1.5	small variation (I)			June	August	Achene					idiochorophytes or indigenes	raceme of spikes	spike	scleromorphic										grass-like		Hemicryptophyte	pluriennial		persistent green			wintergreen		close to nature (strictly urbanophobous)		edible		2		Indigenous	5		Chlorophyllian		10		12.5	15	40		anemogamous	unisexual and monoecious		1		Rosette plant		4		1.11				inconspicuous reserve organ	css	no	basal lateral shoots_cushions	Herbaceous
13933	5	1.5		intermediate forage value	=		Stem-derived rhizomes	6				one-seeded generative dispersule	protandrous_protogynous	Unassisted dispersal	meteorochory_myrmecochory	6	0.45	in larger stands	wetland plants	1	small variation (I)	2	3	small variation (I)	2	large variation (II)	7	3	large variation (II)	6	2.5	large variation (II)	3	2	2	small variation (I)	8	4	large variation (II)	0	salt tolerant	2	3	large variation (II)		875	April	June	Achene			moderately tolerant to well tolerant		idiochorophytes or indigenes			mesomorphic		5.595		434.7			342.445	0.038253553025		grass-like		Geophyte_Hemicryptophyte	pluriennial		persistent green	15.6		partly wintergreen		moderately close to nature (moderately urbanophobous)		edible	sensitive to moderately tolerant	2		Indigenous	21.5		Chlorophyllian	3	25		32.5	27.5	60		anemogamous	unisexual and monoecious	Polycarpic	3		Hemirosette plant	1.1	2.17	4	0.9708		1.34	15.1	inconspicuous reserve organ	css	no	below-ground runners	Herbaceous
13934					=									Endozoochory_Wind dispersal	meteorochory			in larger groups		1	small variation (I)		3	small variation (I)	2	large variation (II)		3	large variation (II)		3.5	large variation (II)	3		2	small variation (I)		4	small variation (I)				2	large variation (II)			June	August						idiochorophytes or indigenes	raceme of spikes	spike													Geophyte_Hemicryptophyte						partly wintergreen		moderately close to nature (moderately urbanophobous)		edible		2													anemogamous	unisexual and monoecious						3.5		1.4				inconspicuous reserve organ	css		below-ground runners	
13935					=										meteorochory			in larger groups		1	small variation (I)		3	small variation (I)	2	large variation (II)		3	large variation (II)		1.5	large variation (II)	3		2	small variation (I)		4	small variation (I)		salt dependant		4.5	small variation (I)			March	June						idiochorophytes or indigenes															Geophyte_Hemicryptophyte						partly wintergreen		close to nature (strictly urbanophobous)		edible		2													anemogamous	unisexual and monoecious												inconspicuous reserve organ	css		below-ground runners	
13938	5	1		no or little forage value	=->							generative dispersule_one-seeded generative dispersule	protogynous	Unassisted dispersal	epichory_hydrochory	6		in larger groups_scattered or in small groups	wetland plants	1	small variation (I)	5	3	small variation (I)	3	large variation (II)	8	4	small variation (I)	8	4.5	small variation (I)	3	1.5	2	small variation (I)	5	3	large variation (II)	0		1	2	large variation (II)			June_May	July	Achene			sensitive to moderately tolerant		idiochorophytes or indigenes	raceme of spikes	spike	helomorphic_mesomorphic		3.71					255.83	0.016185		grass-like		Hemicryptophyte	pluriennial		persistent green			partly wintergreen		moderately close to nature (moderately urbanophobous)		edible	sensitive to moderately tolerant	2		Indigenous	5		Chlorophyllian		10		45	20	30		anemogamous	unisexual and monoecious		2		Hemirosette plant	1.19	4.825	3	0.925625		1.59	21.42	inconspicuous reserve organ	css		basal lateral shoots	Herbaceous
13945	5	3			=									Unassisted dispersal	meteorochory	3		in larger groups	mountain plants	1	small variation (I)		2	small variation (I)	2	large variation (II)	8	4	small variation (I)		3.5	small variation (I)	2		3	small variation (I)		2	small variation (I)				1	small variation (I)		600	July	September	Achene				graminoids	idiochorophytes or indigenes	raceme of spikes	spike		45	2.8	40				261.063614					Hemicryptophyte						decidous	0.14	close to nature (strictly urbanophobous)		edible		2		Indigenous			Chlorophyllian	3	10			13.5	20		anemogamous	hermaphroditic and normal sexual						4		0.405			19.223176635	thick rhizome	css		basal lateral shoots_below-ground runners	Herbaceous
